region,piso_ecologico,distrito,anio,numero_mes,mes,num_cultivos,produccion_piso_ton,temp_promedio,temp_maxima,temp_minima,precipitacion,humedad_relativa,radiacion_solar,velocidad_viento,presion_atmosferica,humedad_suelo,temp_superficie,punto_rocio,humedad_especifica,produccion_piso_ton_z,temp_promedio_z,temp_maxima_z,precipitacion_z,humedad_relativa_z,radiacion_solar_z,humedad_suelo_z,anomalia,score_anomalia,evento_conocido
San Martin,selva_alto_mayo,Moyobamba,2022,1,Enero,14,48050.279,24.72,33.72,17.71,0.58,61.8,18.26,0.01,90.19,0.53,24.7,16.09,12.86,-0.47520816440070923,1.0267118688716523,1.267663670989878,-0.8226756452221274,-1.3511025074665852,1.332604118908927,-0.8884272952948037,False,0.43675053034700756,ninguno
Junin,selva_alta,Pichanaqui,2020,2,Febrero,1,3637.789,19.26,26.66,15.12,1.03,81.54,13.16,0.76,82.64,0.56,19.68,15.56,13.53,-0.39750322938202287,-0.7030915220336349,-0.9935850737327571,0.1876050980217096,1.354457459210448,-1.481466322092117,0.7098496279623847,False,0.4367130044831912,ninguno
Junin,sierra,San Agustin,2020,10,Octubre,1,50.5,9.53,21.82,2.36,0.91,72.38,20.87,2.57,64.93,0.4,11.93,3.78,7.83,-0.6001659475214235,0.4391201758867477,2.065447852614068,-0.1799594702766793,-0.8695800386303525,0.749785943263056,-0.9140294811663419,False,0.43663336692886423,ninguno
La Libertad,yunga,Cascas,2024,1,Enero,7,11998.66,20.05,28.95,13.7,0.96,70.56,17.15,1.6,80.63,0.44,22.39,13.74,12.3,1.1787395430730967,0.9675682570633084,-0.030324030246895547,-0.19682706278974563,0.945752719153795,-0.6745117496407107,0.554651580616617,False,0.436588727062199,nino_costero_2023_2024
San Martin,selva_huallaga,Bajo Biavo,2021,9,Septiembre,2,66172.309,26.26,36.2,18.41,2.72,65.88,18.52,0.04,94.49,0.63,26.17,18.44,14.17,-1.1050418695751107,0.041944236973082756,0.6801841220811788,0.3465199476985228,-0.33694136630506016,1.3976911940644023,0.012689447649719361,False,0.43658211864713553,ninguno
Puno,puna_alta,Pucara,2022,5,Mayo,1,997293.0,5.24,17.28,-5.68,0.28,60.4,21.92,1.77,61.1,0.51,6.35,-3.52,4.94,1.4689674346616577,-1.0248859564652564,-0.7842942400261287,-0.785082149118759,-0.20319967978887887,-0.1173656615844321,0.557770894645096,False,0.43645365497559435,sequia_puno_2022
Piura,valle_chira,Ignacio Escudero,2020,6,Junio,1,167779.0,24.11,34.29,17.6,0.16,63.37,19.33,4.16,99.62,0.39,26.02,15.91,11.37,2.0867775499982524,-0.7259624202701662,-0.8435653354305497,-0.26403800143142964,0.38483297886004036,-0.05981236004589638,-0.6542057624241651,False,0.43644789095021097,ninguno
Junin,selva_alta,Pangoa,2024,2,Febrero,1,19006.1,20.89,29.91,15.21,3.59,78.3,15.11,0.26,83.89,0.53,21.04,16.35,14.05,0.5529705800562724,0.22690637350092105,0.7727646042660006,1.3476545904288284,0.7147331627256047,-0.37351580816887875,0.0986706103846737,False,0.4363138920015998,ninguno
Ica,costa,Santiago,2021,3,Marzo,1,13821.3,19.77,26.24,15.29,1.07,70.04,21.69,2.48,87.02,0.42,22.04,13.66,11.34,-0.051784679171780805,0.6700057139285374,-1.1075524103998684,0.7107183023484446,1.1326872162927597,-0.37868894166722616,0.6033202387034569,False,0.43631359712842843,ninguno
Piura,sierra,Jilili,2025,10,Octubre,1,106646.0,18.2,28.14,10.63,0.75,70.9,17.19,1.36,80.34,0.44,19.9,12.1,11.04,1.7852967403555307,0.4884847224680254,0.6989447419447474,-0.6714776483999245,-0.5051996023498511,0.6480218966110313,-0.877897259969376,False,0.4362239343840192,ninguno
Ica,costa,Salas,2022,2,Febrero,2,96275.34,18.96,26.26,13.91,1.2,70.77,20.21,2.89,87.03,0.41,21.63,12.98,10.89,0.7270837524315339,-0.09184223659136037,-1.0888223522284675,0.8801103161732018,1.2036570916073934,-0.5867969114905734,0.32232177136212,False,0.43617778679873287,ninguno
Piura,valle_chira,Querecotillo,2024,4,Abril,1,37357.0,28.0,37.8,21.64,0.16,60.05,18.28,3.92,99.47,0.42,29.99,18.79,13.68,0.6831109539874719,1.247703974096341,1.3211795374310344,-0.27171011072149126,-0.561368220781019,-0.4850298273107447,0.330798442299249,False,0.43614546773793195,nino_costero_2023_2024
La Libertad,yunga,Cascas,2025,7,Julio,7,6666.739,18.33,28.6,7.58,0.04,58.74,20.06,1.23,80.69,0.46,19.89,8.61,8.82,-0.4927179475808341,-0.7820727965255058,-0.2918138562889732,-0.9319614537226701,-0.43434569324100075,0.7734420908767969,0.9299382222278609,False,0.43602558044382433,ninguno
Junin,sierra,San Agustin,2023,3,Marzo,1,20954.0,8.95,17.76,2.0,1.31,82.32,16.95,2.11,64.9,0.53,10.43,5.66,8.87,0.9871860910295187,-0.2586598296319229,-0.5650016498755149,0.12219470203972062,1.2360534775659187,-1.058273953934338,0.7282511313357863,False,0.43586045607346185,ninguno
Puno,altiplano_lacustre,Ilave,2024,8,Agosto,22,9239.1,8.86,18.43,1.43,0.03,56.91,22.83,3.39,63.9,0.4,12.03,-0.64,6.05,-0.4570749224527259,-0.7174203313437758,0.8572353626050869,-1.0048852357215348,-1.1219467804994427,0.1016264616925278,-0.9320547233943871,False,0.4358201855751507,ninguno
Ica,costa,Independencia,2023,7,Julio,2,32153.46,19.51,25.51,15.25,0.0,71.6,11.85,3.47,95.89,0.32,20.54,13.78,10.4,0.6999843589565816,-0.1503694161052847,-0.0627464024763405,-0.5379739871410943,-0.22581552768473726,-1.718512474921869,-0.700697558718183,False,0.4357917782944792,nino_costero_2023_2024
Ica,costa,Independencia,2020,7,Julio,2,18922.72,17.13,23.99,13.47,0.0,68.67,13.58,3.02,95.91,0.32,17.81,10.82,8.58,-0.5478433587398743,-1.4482780189041906,-1.0605107347770606,-0.5379739871410943,-0.8398661041267587,-1.337599395919328,-0.700697558718183,False,0.4357436766419792,ninguno
La Libertad,sierra,Huamachuco,2023,12,Diciembre,14,44982.05,12.53,23.03,3.82,2.62,75.88,15.91,1.53,68.11,0.5,14.59,7.84,9.8,-0.4759029638471199,0.8270250676707864,0.7336850215731467,1.4253360897586385,0.959151292761571,-1.2915092624385482,0.10926437104453561,False,0.43569968661363845,nino_costero_2023_2024
Junin,sierra,Matahuasi,2024,11,Noviembre,1,12240.85,7.83,20.42,1.0,1.55,73.54,16.27,2.26,61.8,0.42,10.65,2.57,7.51,0.030533640831632736,0.7660497113091991,1.7486588635621971,0.5703010117992154,0.30436838320042414,-0.6210575679278264,-0.5330173174279872,False,0.4356337363732484,ninguno
La Libertad,costa,Guadalupe,2020,1,Enero,1,863.5,23.0,31.45,17.14,0.35,69.45,23.69,2.64,91.77,0.38,25.32,16.34,12.81,-0.46310972659450367,1.2193950600753134,1.5991212234048755,-0.5655221101810365,0.2418631017176771,1.4731540590271284,-0.4430972035304598,False,0.4356305308974486,ninguno
Piura,valle_chira,Querecotillo,2020,3,Marzo,1,31800.0,28.75,38.19,23.43,0.18,59.81,19.58,3.18,99.5,0.4,31.44,19.36,14.21,0.013584865104990969,1.6388213619613834,1.566258532051061,-0.256376320804759,-0.630718342580825,0.0665349067285099,-0.33079844229924715,False,0.4355301130245318,ninguno
Puno,puna_alta,Pucara,2023,4,Abril,1,186338.31,7.02,18.65,-4.97,2.12,69.16,22.5,1.45,61.07,0.57,8.56,0.44,6.55,-0.0398042897175989,0.0077958776097654,-0.07920945621098613,0.1420264938838991,0.7812616793265443,0.11132795300948481,1.4809778926783572,False,0.43540009704090143,ninguno
La Libertad,yunga,Cascas,2023,5,Mayo,7,5439.57,19.46,28.8,12.17,0.89,70.39,16.38,1.14,80.66,0.48,20.99,13.03,11.76,-0.8774124727525862,0.3674006863555185,-0.14239109855064272,-0.2527612012302942,0.9259035880110609,-1.057647301942594,1.3052248638391037,False,0.4353905672265454,nino_costero_2023_2024
Junin,sierra,Matahuasi,2023,11,Noviembre,1,11836.4,8.71,18.73,0.62,0.61,70.58,16.83,2.5,61.84,0.39,11.72,2.78,7.63,-0.24322585319639234,1.766932128879996,0.6304979654953835,-0.2848160577341143,-0.22614138620190852,-0.27474226280714253,-0.9145455025343354,False,0.4353630914429038,ninguno
Ica,costa,Chincha Alta,2025,1,Enero,26,13535.54,21.5,26.36,18.1,0.35,77.14,24.52,2.67,95.85,0.33,23.2,17.09,12.78,-1.0837611950136634,0.9348566845543027,0.49521391492866496,0.3844886132881596,0.9352220810145158,1.0711804215880703,-0.13346620166060733,False,0.43533137726380317,ninguno
San Martin,selva_huallaga,Bajo Biavo,2021,2,Febrero,2,105816.889,25.45,33.97,20.41,3.93,76.3,16.51,0.02,94.21,0.64,25.42,20.46,16.08,0.8396332440910688,-0.5094372839045723,-0.5287132088188435,1.2536679367737515,0.8160730957306461,-0.1653625811337843,0.44413066774024473,False,0.4352828409185424,ninguno
Puno,altiplano_lacustre,Taraco,2021,7,Julio,1,0.0,7.48,17.86,-1.69,0.0,53.47,20.91,1.87,64.1,0.43,8.58,-2.92,4.95,-0.6961728093920004,-1.4645507643639388,-1.3916293303507905,-0.8409409558085064,-0.7259229469538496,-0.7805387780632439,-0.3053519130259318,False,0.4352720712200463,ninguno
Puno,altiplano_lacustre,Taraco,2025,1,Enero,1,45146.0,11.12,21.7,0.88,3.73,63.15,20.2,2.73,63.94,0.42,14.51,3.23,7.67,-0.48935216347587496,0.7979640297379992,1.0315553998732194,1.1071426472867991,0.5565770595443408,-1.103877242879754,-0.48369904806762637,False,0.4352230519265851,ninguno
Puno,altiplano_lacustre,Taraco,2024,11,Noviembre,1,3402.0,12.22,21.5,2.5,1.89,59.29,23.5,2.9,63.93,0.38,15.86,3.31,7.74,-0.6805877334737207,1.4816910279556188,0.9053478618407194,0.14615770634970462,0.04516693298617816,0.39896350908430595,-1.1970875882344036,False,0.43520996704458664,ninguno
Junin,sierra,Huasahuasi,2024,3,Marzo,1,39763.65,10.59,19.62,4.9,1.15,79.04,15.35,2.43,65.54,0.43,12.74,6.51,9.33,0.10932889025405962,1.348763550510175,0.20557777769421903,0.45823072084270655,0.9411412291497737,-1.190004140626094,0.08438801443045035,False,0.43518808862018526,ninguno
Piura,bosque_seco,Tambogrande,2020,9,Septiembre,4,29682.0,23.15,33.69,16.32,0.11,60.98,23.28,4.3,99.63,0.39,25.83,14.5,10.37,-0.30341452031813637,-1.2691130745567247,-1.2576598400792198,-0.3036956090886194,-0.2880855377734738,1.5910675127322909,-0.6662069228163598,False,0.4350799153043191,ninguno
Junin,sierra,San Jose de Quero,2023,11,Noviembre,1,643.8,8.71,18.73,0.62,0.61,70.58,18.55,2.5,61.84,0.39,11.72,2.78,7.63,-0.7186519077931639,1.766932128879996,0.6304979654953835,-0.2848160577341143,-0.22614138620190852,-0.3202903224251972,-0.9145455025343354,False,0.43503004687860974,ninguno
Puno,altiplano_lacustre,Taraco,2022,8,Agosto,1,0.0,8.07,19.52,-4.27,0.02,48.56,22.45,2.03,64.02,0.39,10.03,-4.12,4.61,-0.6961728093920004,-1.0978244653199434,-0.34410676468103607,-0.8304954673200596,-1.3764472271094397,-0.07921309381334973,-1.0187404531927091,False,0.4349504283002923,sequia_puno_2022
Piura,valle_chira,Querecotillo,2025,2,Febrero,1,27500.0,27.92,37.18,22.27,1.62,63.31,15.91,3.38,99.45,0.41,30.43,19.59,14.42,-0.5044936272820286,1.205984786057404,0.9315667767530456,0.8476565531999667,0.3806376003330357,-1.4905747655207728,0.0,False,0.4349099504944076,ninguno
La Libertad,costa,Viru,2020,8,Agosto,28,545219.099,18.43,26.96,12.51,0.01,70.01,21.73,2.29,94.1,0.39,19.85,12.35,9.58,0.20164045660827168,-1.2648834872771797,-0.3416896584016438,-0.7017727381228345,-1.072189343360222,0.9651958715335964,0.32916332425832595,False,0.4348249537984634,ninguno
Ica,costa,Independencia,2023,6,Junio,2,32187.82,19.97,26.56,15.55,0.0,69.87,11.79,3.26,95.86,0.33,20.72,13.75,10.43,0.7032249456796259,0.10048686846929201,0.6264986954945484,-0.5379739871410943,-0.5883778134337794,-1.7317233331531712,-0.13346620166060733,False,0.4347972418661988,nino_costero_2023_2024
Piura,valle_chira,Ignacio Escudero,2020,9,Septiembre,1,0.0,23.15,33.69,16.32,0.11,60.98,23.28,4.3,99.63,0.39,25.83,14.5,10.37,-0.7421164011300344,-1.2359258900985841,-1.2280347532380933,-0.3020922588439417,-0.3051128176305261,1.5686948978314885,-0.6542057624241651,False,0.43479574155719175,ninguno
Junin,sierra,Huasahuasi,2023,7,Julio,1,42980.6,8.92,19.78,-1.24,0.01,72.2,20.16,2.15,65.61,0.38,10.86,2.54,7.26,0.2002351918622614,-0.5093656354164975,0.31275009304223506,-0.7890321120128629,-0.7348173010471751,1.7845969622855011,-0.7126098996349117,False,0.4347718346543876,ninguno
Junin,sierra,San Agustin,2021,2,Febrero,1,9645.0,8.65,18.16,1.5,1.46,79.49,19.79,1.9,64.85,0.58,10.0,4.76,8.38,0.12841295715372733,-0.6195805221415788,-0.3058440634233401,0.23550251665837052,0.6365622450875037,0.2516469919943856,1.359897520759681,False,0.43471294957339096,ninguno
La Libertad,sierra,Huamachuco,2020,10,Octubre,14,14225.3,12.37,23.47,3.83,0.72,63.6,21.02,2.26,68.11,0.45,15.49,4.33,7.81,-1.2218956641045524,0.6472801068985494,1.0254428079297175,-0.4509086661946586,-0.9703813278932825,1.251117584655769,-0.9833793394008071,False,0.43466606932634294,ninguno
Ica,costa,Nazca,2021,10,Octubre,1,7784.9,18.26,27.49,11.62,0.29,57.87,26.65,3.33,91.66,0.27,21.56,9.0,7.97,-0.20669560716709304,-0.7404242944355434,-0.2555554092871877,-0.09520376340321954,-1.2840408423194138,1.4837492192735515,-0.3614101258110674,False,0.43463648015252543,ninguno
La Libertad,costa,Viru,2025,9,Septiembre,28,656204.3733,19.62,26.67,14.27,0.19,70.1,20.87,2.7,94.15,0.39,21.72,13.68,10.42,1.4530638946464263,-0.43851200503537807,-0.5668189622332636,-0.3213609438525292,-1.0529932553007664,0.5078949352354141,0.32916332425832595,False,0.43463483529250146,ninguno
San Martin,selva_huallaga,Bajo Biavo,2025,12,Diciembre,2,78431.24,25.63,33.84,21.11,1.43,75.98,18.78,0.01,94.13,0.63,25.63,20.55,16.19,-0.5037077644880882,-0.3869080570428717,-0.5991870442524746,-0.6206047679271346,0.7806638224243679,1.599877254537801,0.012689447649719361,False,0.4344007011271793,ninguno
Ica,costa,El Carmen,2021,1,Enero,2,0.0,21.38,27.07,17.64,0.29,75.34,24.74,2.6,95.73,0.34,23.18,16.58,12.4,-0.9435402191356894,0.8694159146652817,0.9612748859375536,0.22635216750028744,0.5579896449750483,1.1196202351028441,0.4337651553969683,False,0.43429444549251744,ninguno
Ica,costa,Nazca,2024,10,Octubre,1,8029.18,19.9,30.0,12.63,0.18,56.43,25.87,2.8,91.67,0.27,23.05,9.91,8.52,-0.19358859258959685,0.1050817194437499,1.250597810917827,-0.3349762045668834,-1.5641016047203868,1.248710367945209,-0.3614101258110674,False,0.4342034572885466,nino_costero_2023_2024
Junin,selva_alta,Rio Negro,2024,12,Diciembre,1,42099.3,24.94,34.61,18.66,1.33,67.41,13.82,0.04,89.08,0.55,24.92,17.73,14.35,0.9666957744529331,0.5407763354567849,0.9949073678844674,0.13490513216351288,0.1608634174489394,-1.4856952614130696,-0.30521408900572217,False,0.43420067538242907,ninguno
La Libertad,costa,Viru,2020,1,Enero,28,481898.476,21.94,29.69,18.14,0.14,76.91,22.09,2.36,94.07,0.38,24.2,17.38,13.28,-0.5123363500731705,1.1725651704276285,1.7776310293925761,-0.42703088670539174,0.39951074119822855,1.1566241704491145,-0.3703087397906099,False,0.43418814958821145,ninguno
Junin,sierra,Matahuasi,2020,11,Noviembre,1,10586.05,7.91,17.65,0.83,0.61,68.08,19.8,2.54,61.85,0.41,10.77,1.24,6.85,-1.089548472452025,0.8570390219974534,-0.08406639539938557,-0.2848160577341143,-0.6742070698187423,1.5619656947079186,-0.6601933791301035,False,0.4340742860262778,ninguno
Puno,puna_alta,Ayaviri,2024,2,Febrero,6,0.0,8.35,19.76,-0.86,4.11,73.13,17.94,2.02,61.16,0.53,10.41,2.89,7.75,-0.39314399248613935,0.7960386539004352,0.48613219400675634,1.1841813507215344,1.2718731682990048,-1.177045830049347,0.9025728274028333,False,0.43405881543242725,ninguno
Junin,sierra,Matahuasi,2023,6,Junio,1,12335.21,6.2,16.63,-4.84,0.0,68.15,19.31,1.75,61.97,0.43,7.92,-1.07,5.93,0.09440295930482859,-1.0878574939639798,-0.7589327362444439,-0.8397324539206367,-0.6616612306774696,1.2589398027273182,-0.4058412557258709,False,0.4340547479650046,ninguno
Piura,valle_chira,Sullana,2022,11,Noviembre,7,14445.0,24.15,34.14,15.54,0.04,58.57,23.07,4.25,99.63,0.39,27.25,14.54,10.42,0.3904591805828724,-0.7447180507379411,-0.9720613903098372,-0.3580820311827439,-0.9936819797151336,1.5026783118693567,-0.6662069228163598,False,0.43402993344284874,ninguno
Ica,costa,El Carmen,2024,4,Abril,2,57090.87,21.46,26.61,16.96,0.11,77.93,20.52,3.06,95.82,0.34,22.77,17.2,12.88,1.147285967499826,0.9130430945912963,0.6593198906360199,-0.24805716986332885,1.1007852057207281,0.19045653950127017,0.4337651553969683,False,0.43402123048302754,nino_costero_2023_2024
Junin,sierra,San Agustin,2022,9,Septiembre,1,447.3,9.29,19.95,2.01,0.04,69.36,22.56,2.12,64.97,0.4,11.88,2.78,7.3,-0.5700340897513365,0.15038362187902168,0.8538861359501458,-0.8371447950648491,-1.5093197990843497,1.5292811540445843,-0.9140294811663419,False,0.4339866409122478,ninguno
Junin,sierra,Matahuasi,2023,7,Julio,1,10811.05,6.97,18.31,-2.78,0.0,67.69,20.16,2.26,62.0,0.4,8.99,-0.6,6.11,-0.9372530437060601,-0.2120853785895337,0.3526118251474171,-0.8397324539206367,-0.7441053164629685,1.7845969622855011,-0.787369440832219,False,0.4338974419924871,ninguno
La Libertad,yunga,Cascas,2021,11,Noviembre,7,11228.63,17.88,26.6,10.89,1.49,61.53,19.0,1.84,80.61,0.4,20.25,9.43,9.34,0.9373495428221089,-1.2398277233365314,-1.7860414336722832,0.22667427111726526,-0.10858642331024956,0.24600873316251645,-0.19592170260586975,False,0.43383430864626055,ninguno
Ica,costa,Nazca,2022,7,Julio,1,20199.13,16.59,25.05,10.29,0.24,63.42,20.26,2.72,91.72,0.27,18.14,8.99,7.94,0.4593986026674827,-1.6013968817394604,-1.7197043564187535,-0.20419123665943037,-0.20463998723232799,-0.44176137045479746,-0.3614101258110674,False,0.4338116016067435,ninguno
Junin,selva_alta,Perene,2020,9,Septiembre,11,34134.0,20.59,29.36,14.86,0.2,66.64,13.77,0.84,82.67,0.51,21.16,13.47,11.84,-1.2950106788752807,0.6042841058347919,0.9430211393998224,-0.6318512924013343,-0.6446328508487774,-0.9990452658557073,-0.35254488213880436,False,0.4337146703525873,ninguno
Puno,altiplano_lacustre,Taraco,2023,4,Abril,1,422070.95,10.01,19.23,1.89,1.53,64.48,23.11,2.02,63.99,0.51,12.27,2.54,7.26,1.237397972104316,0.10802133153658415,-0.5271076948281612,-0.041861086442335514,0.7327883207677499,0.22135505657946228,1.1214251673076236,False,0.43369092206006926,ninguno
Ica,costa,Salas,2022,7,Julio,2,4431.53,17.08,26.62,11.04,0.02,50.29,20.13,2.54,87.1,0.38,17.99,5.57,6.78,-0.6863703236188036,-1.8600819242177948,-0.7516813051433057,-0.6574479631592108,-0.7873881774935935,-0.6129987927883556,-0.5206736306618891,False,0.4336360373942161,ninguno
Junin,sierra,Huasahuasi,2021,4,Abril,1,63618.0,9.05,18.26,2.48,0.99,79.34,16.77,1.87,65.43,0.5,10.87,4.91,8.41,0.7834179298000923,-0.364720848488073,-0.7053869027639158,0.2831762881612232,1.0146481822285864,-0.31184747407007224,1.2001850941219576,False,0.43360480537989754,ninguno
Ica,costa,Salas,2024,4,Abril,2,9858.8,19.99,26.46,14.45,0.29,69.61,19.71,2.64,87.07,0.42,21.84,13.76,11.43,-0.6028459477972243,0.8769273795018421,-0.9015217705144891,-0.3056337806000995,1.0908830431622207,-0.750558669601708,0.6033202387034569,False,0.4335701187054184,nino_costero_2023_2024
Puno,altiplano_lacustre,Taraco,2024,7,Julio,1,0.0,7.49,18.47,-3.6,0.01,52.26,20.97,2.32,64.1,0.42,8.46,-3.56,4.75,-0.6961728093920004,-1.4583350643801425,-1.0066963393516641,-0.8357182115642829,-0.8862354477661235,-0.7532144007548071,-0.48369904806762637,False,0.4335322938422125,ninguno
Junin,sierra,Matahuasi,2022,6,Junio,1,12519.0,5.65,16.45,-3.62,0.12,67.23,17.81,1.68,61.86,0.45,6.96,-1.76,5.66,0.21880463419025542,-1.713409004945727,-0.8780267963935716,-0.7305685727036159,-0.8265494022484648,0.3313095211540558,-0.1514891323216383,False,0.4333810002772584,ninguno
La Libertad,yunga,Cascas,2021,3,Marzo,7,10039.128,17.94,28.04,11.46,1.96,69.45,16.22,1.75,80.59,0.41,20.09,11.44,10.59,0.5644629175236789,-1.1787937330950589,-0.7101975779563017,0.6022320577895202,0.8161495687512381,-1.1372598842390893,-0.008278381800248823,False,0.43333393200307346,ninguno
Piura,valle_piura,Castilla,2024,11,Noviembre,1,100000.0,24.53,34.62,17.09,0.02,60.91,20.61,4.16,99.64,0.4,27.65,15.5,11.1,2.3687263639424425,-0.5551755914016019,-0.6793810391117401,-0.3749449109453766,-0.30055647416370246,0.17218070771684602,-0.3391703045225481,False,0.4332470181611558,nino_costero_2023_2024
Junin,sierra,San Jose de Quero,2022,2,Febrero,1,2775.5,6.67,16.2,0.17,2.06,78.94,16.51,2.26,61.75,0.51,8.9,2.74,7.57,-0.5360329678867258,-0.5532952936704867,-1.0434352132673606,1.034247506971554,1.2721902598127837,-1.2612194525993505,0.6115672378910588,False,0.43321720912663053,ninguno
Junin,selva_alta,Pichanaqui,2024,5,Mayo,1,15879.33,21.07,29.29,14.47,0.54,70.88,14.85,0.71,82.73,0.51,21.56,14.99,13.03,1.606186862650194,1.1342655181494181,0.8921460676247045,-0.28480571746850925,-0.09571790784291018,-0.29590225483178256,-0.4177760831236967,False,0.4332063689451544,ninguno
La Libertad,costa,Guadalupe,2021,8,Agosto,1,601.0,21.04,29.25,14.77,0.23,61.11,17.44,2.76,91.89,0.36,22.72,12.48,9.98,-0.4682641529961424,-0.6870703130373598,-0.21078135386839683,-0.7027443869161408,-1.299006408808688,-1.0808578324900815,-0.9796919821178053,False,0.4331991713124394,ninguno
Piura,sierra,Jilili,2025,8,Agosto,1,88254.993,17.44,26.97,10.7,0.24,70.09,16.61,2.37,80.42,0.47,18.78,11.15,10.35,1.1715286741540079,-0.469939364743346,-0.04657132816014803,-1.0500639733309827,-0.6604808194114022,0.2757278892936372,-0.06012994931297081,False,0.4331793028928843,ninguno
San Martin,selva_huallaga,Tocache,2025,6,Junio,3,52074.57,21.86,29.12,16.59,3.65,82.24,14.02,0.09,90.17,0.64,21.64,18.27,14.67,-0.4838980509972465,-1.166558149664295,-1.2611863735349973,0.6913996339547605,0.9739875463184541,-1.159303329116031,0.38923319707481685,False,0.43315549232321016,ninguno
San Martin,selva_alto_mayo,Moyobamba,2024,6,Junio,14,72906.33,24.27,31.72,16.84,0.29,65.4,16.52,0.05,90.47,0.53,24.15,16.6,13.17,1.0483213881943723,0.6555673539576241,0.10607992719104133,-1.0246321213055378,-0.8769974749596393,0.03764913082331405,-0.8884272952948037,False,0.43308661794415476,nino_costero_2023_2024
Ica,costa,Independencia,2024,11,Noviembre,2,11251.22,19.44,24.46,14.93,0.33,74.98,22.93,2.93,95.89,0.33,21.11,14.58,10.89,-1.2713637617036062,-0.18854319854054674,-0.7519915004472317,0.3317764646922023,0.4825431577671548,0.7210926784585673,-0.13346620166060733,False,0.4330858561204007,nino_costero_2023_2024
Piura,valle_chira,Sullana,2025,11,Noviembre,7,29707.0,25.01,34.54,18.44,0.32,61.24,21.33,4.54,99.54,0.41,27.82,16.3,11.66,2.038712736418701,-0.2937383302537856,-0.7181961016259439,-0.14053634280624602,-0.21196310005362506,0.7703106475764767,0.00493486609493524,False,0.43308185131749816,ninguno
Ica,costa,Nazca,2021,3,Marzo,1,154.2,21.94,29.87,16.76,0.52,68.42,16.9,2.63,91.6,0.27,24.89,15.25,11.93,-0.6161261628265818,1.156808712317996,1.1725898752099984,0.4061386135753505,0.7677932155488297,-1.4542364223307382,-0.3614101258110674,False,0.43305677555395844,ninguno
Piura,bosque_seco,Tambogrande,2021,1,Enero,4,151516.0,26.65,36.18,19.81,0.27,61.87,18.97,3.81,99.41,0.39,29.57,18.11,13.11,2.2220395978747827,0.566269508809018,0.3226515819780225,-0.17938378715919207,-0.027512577886304273,-0.22301560974030174,-0.6662069228163598,False,0.4330091324972362,ninguno
Piura,valle_chira,Ignacio Escudero,2023,2,Febrero,1,12000.0,28.32,37.67,22.66,0.39,59.84,16.59,3.45,99.39,0.39,30.93,19.01,13.9,-0.5397863871620202,1.51043987970654,1.3222790515519425,-0.08898841733387428,-0.634208302149037,-1.1894604325988152,-0.6542057624241651,False,0.4329895227744389,nino_costero_2023_2024
Puno,altiplano_lacustre,Ilave,2021,12,Diciembre,22,30508.82,10.04,17.18,3.21,4.98,70.34,21.3,3.34,63.71,0.5,15.12,4.34,8.29,-0.32664643579408753,0.42046872552565306,-0.02533495984443539,1.7993294081506974,0.6799396444575772,-0.529233745615989,0.7358326763639904,False,0.4329367668685714,ninguno
Ica,costa,Independencia,2020,6,Junio,2,29718.099,17.99,24.05,13.9,0.0,72.46,12.75,3.12,95.94,0.32,18.7,12.55,9.59,0.470298720935053,-0.9792858346995448,-1.021125300607294,-0.5379739871410943,-0.04558225268810263,-1.520349601452339,-0.700697558718183,False,0.43291648939554395,ninguno
Piura,bosque_seco,Tambogrande,2021,11,Noviembre,4,42502.0,23.73,33.94,16.62,0.19,60.94,23.23,4.45,99.65,0.39,26.57,14.88,10.65,-0.03767325108924109,-0.9649639607418293,-1.0989940346517861,-0.24153969812390574,-0.2997966820380654,1.5700224649077825,-0.6662069228163598,False,0.432774784755292,ninguno
Puno,puna_alta,Ayaviri,2021,3,Marzo,6,7962.0,6.95,17.21,-0.57,2.26,74.59,17.98,1.63,60.98,0.54,9.04,1.87,7.2,-0.29998548219333493,-0.030112876147765165,-0.8430277309502209,0.2359920952905049,1.440469045446951,-1.1561601580698693,1.0583468179190585,False,0.432712811856629,ninguno
La Libertad,costa,Viru,2020,2,Febrero,28,536226.698,22.39,28.6,19.04,0.15,79.93,21.08,2.29,94.04,0.38,24.64,18.5,14.24,0.10024591173180931,1.4850585880820906,0.9314553701633823,-0.4058968981348193,1.0436461405267128,0.6195614429361317,-0.3703087397906099,False,0.43261313839590115,ninguno
Ica,costa,El Carmen,2022,1,Enero,2,22.4,21.04,26.65,17.35,0.3,77.84,25.12,3.19,95.84,0.33,22.87,16.78,12.54,-0.9427198689364258,0.6840003999797241,0.6855768467491962,0.2527082417982662,1.081923583918754,1.2032890039010906,-0.13346620166060733,False,0.4325884802534723,ninguno
Ica,costa,Chincha Alta,2021,8,Agosto,26,35558.284,17.67,24.29,12.82,0.01,67.43,14.5,3.63,96.0,0.32,18.74,11.1,8.69,0.3657882665837005,-1.1537945544035972,-0.8635835639282342,-0.5116179128431156,-1.0997373378428357,-1.135032903039364,-0.700697558718183,False,0.4324405933113702,ninguno
Piura,bosque_seco,Tambogrande,2020,3,Marzo,4,12353.0,28.75,38.19,23.43,0.18,59.81,19.58,3.18,99.5,0.4,31.44,19.36,14.21,-0.6626212640363521,1.6674990588284646,1.5983246576145893,-0.24930918699449495,-0.6306365075127848,0.03373397371869591,-0.3306360283607114,False,0.43235688539066164,ninguno
