region,piso_ecologico,distrito,anio,numero_mes,mes,num_cultivos,produccion_piso_ton,temp_promedio,temp_maxima,temp_minima,precipitacion,humedad_relativa,radiacion_solar,velocidad_viento,presion_atmosferica,humedad_suelo,temp_superficie,punto_rocio,humedad_especifica,produccion_piso_ton_z,temp_promedio_z,temp_maxima_z,precipitacion_z,humedad_relativa_z,radiacion_solar_z,humedad_suelo_z,anomalia,score_anomalia,evento_conocido
Junin,sierra,San Jose de Quero,2025,7,Julio,1,16810.1,4.43,14.59,-4.34,0.22,71.99,20.52,2.17,61.98,0.61,5.53,-1.49,5.71,0.6662862017951685,-3.1009959929416038,-2.1086654179345605,-0.6395986716894319,0.026567659357985142,0.5883520238704311,1.8833278549122203,True,0.5731398906020335,ninguno
Piura,valle_chira,Sullana,2024,2,Febrero,7,4032.0,28.85,38.72,23.33,4.39,67.36,16.46,3.63,99.42,0.45,30.92,21.53,16.27,-0.7341158604942135,1.7199385612103437,1.93469616512075,3.0216456275235615,1.5798419724289319,-1.2794770105306037,1.3472184439175292,True,0.5711522640862439,nino_costero_2023_2024
Puno,puna_alta,Ayaviri,2022,10,Octubre,6,0.0,8.12,21.31,-6.98,0.27,36.46,25.49,2.09,61.0,0.37,11.78,-8.94,3.42,-0.39314399248613935,0.6603137596782306,1.2940529327060937,-0.7839520227136834,-2.9626547871908313,2.7651247560771752,-1.5898110208567686,True,0.5696353537406853,sequia_puno_2022
Piura,sierra,Canchaque,2023,3,Marzo,21,3656.0,19.14,28.68,13.16,4.48,78.04,15.88,1.55,83.18,0.52,20.54,14.59,12.57,-0.7815430802352861,-1.0020016490081136,-0.6485409362212554,3.8248168510381477,1.8483554147672443,-0.22709333241240953,2.555496695520874,True,0.5691900467771969,nino_costero_2023_2024
Puno,puna_alta,Pucara,2022,10,Octubre,1,0.0,8.12,21.31,-6.98,0.27,36.46,29.24,2.09,61.0,0.37,11.78,-8.94,3.42,-0.3864845380266832,0.6459700447347788,1.2897872773279064,-0.7901207830481213,-2.8936112023029468,2.768905474325009,-1.596378767432516,True,0.568942051536312,sequia_puno_2022
Piura,valle_chira,Ignacio Escudero,2023,6,Junio,1,138346.0,26.31,35.34,20.53,0.07,68.26,13.53,3.84,99.5,0.47,27.82,19.28,14.1,1.590512608238206,0.4427038647532901,-0.1707438542673472,-0.3325356647739513,1.796479399294716,-2.451038207055725,1.9829027372701424,True,0.5685425909035792,nino_costero_2023_2024
Junin,sierra,Matahuasi,2025,2,Febrero,1,13562.05,6.9,17.37,0.43,6.52,80.27,15.26,2.35,61.82,0.57,9.0,3.24,7.84,0.9248123984279383,-0.2917010254417554,-0.2693238222980275,5.0915050922041605,1.510561203496939,-1.2456619575204897,1.3746236081037553,True,0.5682020696014289,ninguno
Junin,sierra,Huasahuasi,2025,5,Mayo,1,134806.8,8.55,16.45,1.07,0.76,82.18,15.33,1.93,65.57,0.58,10.04,5.14,8.49,2.7951092908488993,-0.921046952058933,-1.9177737201383473,0.03153554118159076,1.7105140047080218,-1.2023725443804039,2.4753817566265366,True,0.5681039760245332,ninguno
Junin,selva_baja,Rio Tambo,2025,2,Febrero,2,8871.512,22.75,32.31,17.7,5.83,81.55,14.43,0.07,89.14,0.61,22.64,18.98,15.49,-1.116570913402746,-1.1741387385684359,-0.4691828874517252,4.092812173585848,1.6244647908923995,-0.9597809463131036,1.9589195167094589,True,0.5674338609413092,ninguno
Piura,sierra,Jilili,2024,11,Noviembre,1,95348.685,18.3,29.04,9.92,0.36,61.16,19.58,1.47,80.34,0.42,20.2,9.52,9.43,1.408268381831201,0.6145931549958396,1.2724186420254346,-0.9609848380530865,-2.372408311213438,2.1821299612464933,-1.423075467073647,True,0.5665691036952909,nino_costero_2023_2024
Piura,valle_piura,Castilla,2024,2,Febrero,1,140.0,28.85,38.72,23.33,4.39,67.36,18.63,3.63,99.42,0.45,30.92,21.53,16.27,-0.6587437187254112,1.7032927596213037,1.9184192315452013,2.996680410789784,1.5761301362949496,-0.7023021669277482,1.3317422251105921,True,0.5658968396858243,nino_costero_2023_2024
Junin,sierra,San Agustin,2025,2,Febrero,1,11278.7,8.95,18.94,2.34,7.86,84.16,16.08,2.22,64.88,0.6,10.31,6.0,9.09,0.2524714653165075,-0.2586598296319229,0.19951323015840333,5.069969273720769,1.6258286958557726,-1.4595525535674334,1.6125560765292395,True,0.565418697992109,ninguno
San Martin,selva_alto_mayo,Moyobamba,2021,3,Marzo,14,58123.04,21.13,27.82,16.45,5.17,85.84,15.13,0.06,90.27,0.63,21.0,18.4,14.77,0.14219276786029975,-1.934196594553599,-2.1590083732166896,2.373807890029092,1.8148655429409024,-0.9968264056358804,1.9612451613111637,True,0.5636713318929463,ninguno
Junin,sierra,San Agustin,2025,7,Julio,1,56.1,6.75,15.32,-4.38,0.26,77.09,20.52,1.76,65.11,0.58,7.84,2.13,7.01,-0.5997406995287005,-2.9054115747027414,-2.1458629272337877,-0.6709600002908291,0.12815978644856668,0.5883520238704311,1.359897520759681,True,0.5633583909071185,ninguno
La Libertad,costa,Viru,2020,7,Julio,28,570317.086,18.19,25.28,13.66,1.68,75.17,18.52,2.18,94.08,0.43,19.02,13.39,10.24,0.48463483921869416,-1.4315466433595585,-1.645887004736548,2.827603353162776,0.028386372048706858,-0.7417064604631091,3.1270515804540655,True,0.5629792589464164,ninguno
La Libertad,costa,Viru,2025,3,Marzo,28,429875.61,22.37,28.35,18.79,1.72,78.77,18.23,2.05,94.07,0.42,23.84,18.25,14.03,-1.0989243838184573,1.4711699917418926,0.7373783841016406,2.9121393074450657,0.7962298944270286,-0.8959125901450539,2.4275795164051295,True,0.5629063381146341,ninguno
Junin,sierra,San Jose de Quero,2022,10,Octubre,1,1238.2,8.15,20.5,-1.01,0.04,58.59,25.2,1.69,61.83,0.38,11.42,-1.53,5.84,-0.6677307191266598,1.1300069540622162,1.8015895569618083,-0.8033444935149631,-2.3750644048282425,2.746954146034666,-1.0417215642364517,True,0.5628207400720351,ninguno
La Libertad,costa,Viru,2023,4,Abril,28,363428.4551,23.09,30.25,19.55,0.23,81.83,17.82,2.5,93.98,0.39,24.59,19.55,15.27,-1.8481546538454767,1.9711594599890316,2.2123634781708765,-0.23682498957023915,1.4488968884486038,-1.1139281527988387,0.32916332425832595,True,0.5624248578195705,nino_costero_2023_2024
Junin,sierra,El Tambo,2025,2,Febrero,21,14537.24,8.95,18.94,2.34,7.86,84.16,16.08,2.22,64.88,0.6,10.31,6.0,9.09,0.02145993533979976,-0.2586598296319229,0.19951323015840333,5.069969273720769,1.6258286958557726,-1.4595525535674334,1.6125560765292395,True,0.56171729295087,ninguno
Junin,selva_alta,Pangoa,2025,2,Febrero,1,19550.85,19.66,27.48,14.77,8.93,85.58,14.43,0.25,83.79,0.63,19.67,16.75,14.41,0.976068988799262,-0.9240001807511752,-0.680754157360793,4.762590632832989,1.5270142180199966,-0.9597809463131036,1.6590430536771823,True,0.5616623509311927,ninguno
San Martin,selva_huallaga,Bajo Biavo,2023,9,Septiembre,2,83579.71,29.39,38.57,21.76,0.89,51.48,18.74,0.04,94.31,0.6,29.31,17.4,13.28,-0.251161225151389,2.1725913485126567,1.9649763526789568,-1.0254476721425259,-1.9303586650876097,1.568771706772661,-1.2816342126218567,True,0.5608834185481476,nino_costero_2023_2024
Puno,altiplano_lacustre,Taraco,2022,11,Noviembre,1,0.0,11.59,22.59,-1.17,0.18,43.9,29.19,2.89,63.93,0.35,15.46,-2.62,5.22,-0.6961728093920004,1.0901019289764367,1.593178944117847,-0.7469315594124862,-1.9938490897418335,2.9902252905011246,-1.7321289933594872,True,0.5608449828166253,sequia_puno_2022
Piura,sierra,Jilili,2023,9,Septiembre,1,74094.55,19.49,29.76,11.7,0.43,63.29,18.33,2.16,80.35,0.42,21.29,11.25,10.45,0.6989483681018767,2.1152835020768035,1.7311977620899865,-0.9090220091409806,-1.964076221903434,1.3797721868555604,-1.423075467073647,True,0.5608364513917683,nino_costero_2023_2024
Junin,sierra,Huasahuasi,2021,1,Enero,1,23756.3,8.85,16.04,1.58,3.32,83.4,15.57,2.36,65.3,0.56,10.74,5.75,8.9,-0.34301540699894406,-0.5872512899164182,-2.1924027782176383,2.832406464085326,2.009442280561863,-1.0539516993286817,2.1565825910003933,True,0.5607152407829046,ninguno
Ica,costa,Nazca,2025,8,Agosto,1,60851.48,16.92,25.4,11.1,0.58,62.96,22.79,2.56,91.78,0.33,18.53,9.1,8.0,2.6406289287665334,-1.4312645740686256,-1.5096829910515217,0.5369235814828034,-0.29410384188819466,0.3206082370589303,2.2717207908124224,True,0.5606662771024574,ninguno
Junin,sierra,San Jose de Quero,2025,5,Mayo,1,38804.7,6.38,14.65,-0.35,0.85,80.59,17.31,2.05,61.97,0.65,7.76,2.74,7.54,2.550524385247878,-0.8831315449154081,-2.0689673978848506,-0.06648829530007265,1.567913610999895,-0.8922276368447818,2.3920321017206856,True,0.5595630327845768,ninguno
La Libertad,sierra,Huamachuco,2023,3,Marzo,14,53391.21,10.01,19.24,2.53,2.46,81.41,15.55,1.63,68.1,0.62,11.62,6.55,9.0,-0.2719421430420352,-2.0039580644919437,-1.7794104563618753,1.267336531362571,1.8280694843105407,-1.4706375726056622,2.7316092761133586,True,0.5576605073047717,nino_costero_2023_2024
Piura,bosque_seco,Tambogrande,2023,6,Junio,4,12353.4,26.31,35.34,20.53,0.07,68.26,13.53,3.84,99.5,0.47,27.82,19.28,14.1,-0.6626129725770937,0.3879752007106317,-0.21046552425815288,-0.33477356457097623,1.843342718382251,-2.5127168130467745,2.018360232828824,True,0.5548882847410762,nino_costero_2023_2024
La Libertad,sierra,Huamachuco,2025,3,Marzo,14,85941.54,10.38,19.08,2.85,3.74,81.2,15.74,1.43,68.15,0.61,12.02,6.88,9.21,0.5175531245324162,-1.5882978427061447,-1.8855041968551745,2.5313329985311084,1.7950725909605807,-1.3760976311285744,2.51308053402429,True,0.5547801901266342,ninguno
Puno,puna_alta,Ayaviri,2020,11,Noviembre,6,0.0,9.61,21.73,-3.53,0.44,45.53,25.22,2.36,61.04,0.37,13.54,-4.69,4.72,-0.39314399248613935,1.5395750309438156,1.5129733909343024,-0.6968211181605618,-1.9152817695662656,2.624146470215697,-1.5898110208567686,True,0.5546369890144914,ninguno
La Libertad,yunga,Cascas,2023,3,Marzo,7,8380.948,17.51,26.96,12.08,2.35,79.89,15.55,1.6,80.66,0.59,19.1,13.44,12.07,0.04465450666152718,-1.6162039964922614,-1.5170804697432878,0.913865114815434,2.0351197401050167,-1.4706375726056622,3.369301392700943,True,0.5544737684766466,nino_costero_2023_2024
Junin,sierra,El Tambo,2025,4,Abril,21,24256.095,8.62,15.89,2.29,1.75,87.93,17.25,1.79,64.96,0.73,9.37,6.51,9.41,0.7511390076585366,-0.6556725913925459,-1.7765633665394371,0.45456429158776046,2.424444224634441,-0.9199020230263739,3.2548366890313676,False,0.554349204490803,ninguno
Puno,puna_alta,Pucara,2020,11,Noviembre,1,0.0,9.61,21.73,-3.53,0.44,45.53,29.13,2.36,61.04,0.37,13.54,-4.69,4.72,-0.3864845380266832,1.5104059620222976,1.5059446563077326,-0.7044640062489627,-1.874311598743941,2.725532547419266,-1.596378767432516,False,0.5541626842077952,ninguno
Ica,costa,El Carmen,2025,7,Julio,2,67449.71,17.96,23.62,13.6,0.02,73.71,11.25,3.21,95.95,0.4,18.44,12.86,9.74,1.526655452238234,-0.9956460271717985,-1.3033875788239444,-0.48526183854513705,0.21638471678375018,-1.850621057234889,3.837153297742419,False,0.5538900609081447,ninguno
Junin,selva_alta,Pangoa,2021,1,Enero,1,19243.8,18.83,24.43,13.84,4.53,87.0,14.26,0.25,83.72,0.64,18.92,16.33,14.03,0.7375882794747376,-1.7006281807749488,-2.5051295577565633,1.9487856540730069,1.6854536546296173,-1.1063472308491598,1.8150802980064333,False,0.5522895161183571,ninguno
Junin,sierra,San Jose de Quero,2025,2,Febrero,1,5410.4,6.9,17.37,0.43,6.52,80.27,16.08,2.35,61.82,0.57,9.0,3.24,7.84,-0.3103057807780927,-0.2917010254417554,-0.2693238222980275,5.0915050922041605,1.510561203496939,-1.4595525535674334,1.3746236081037553,False,0.5518387119028895,ninguno
Ica,costa,Salas,2024,1,Enero,2,207276.41,20.68,30.31,14.81,0.63,71.6,18.45,3.08,87.04,0.4,23.84,14.88,12.26,2.4353634376650715,1.5259089669817572,2.7040144274796067,0.13739148632618894,1.2843488676500603,-1.1632383000417676,0.04132330402078465,False,0.5517295638496352,nino_costero_2023_2024
La Libertad,sierra,Huamachuco,2025,12,Diciembre,14,27047.22,11.62,23.37,1.32,0.25,52.71,23.65,1.97,68.0,0.48,13.57,0.14,6.09,-0.9109051100543104,-0.19527439672131078,0.959134220121407,-0.9150323689831057,-2.68150594018411,2.5597494061544093,-0.327793113133602,False,0.5515313001266631,ninguno
Piura,valle_chira,Querecotillo,2023,6,Junio,1,37611.0,26.31,35.34,20.53,0.07,68.26,13.53,3.84,99.5,0.47,27.82,19.28,14.1,0.7137137300494028,0.3663861267737783,-0.22470335171066552,-0.3407121653467866,1.8109838624540682,-2.500362509377257,1.9847906537954922,False,0.5511745961910974,nino_costero_2023_2024
Puno,altiplano_lacustre,Taraco,2025,3,Marzo,1,587358.1,10.27,19.09,1.66,5.37,73.29,19.19,2.34,64.02,0.53,13.02,5.13,8.63,1.994603375121981,0.2696295311152939,-0.6154529714509119,1.9636727033394266,1.9000223142852148,-1.5638375942384501,1.4781194373910127,False,0.5508769237759913,ninguno
San Martin,selva_huallaga,Bajo Biavo,2022,6,Junio,2,123063.11,23.08,30.79,15.08,2.8,78.52,16.41,0.11,94.57,0.66,22.82,18.68,14.35,1.6856075685381195,-2.1227387709169663,-2.2526116448108007,0.40649667424895086,1.0617249292929558,-0.2431264505466306,1.3070131079212954,False,0.5497795519271047,ninguno
San Martin,selva_huallaga,Tocache,2020,1,Enero,3,46943.34,21.79,27.63,17.56,4.88,89.27,15.46,0.05,89.92,0.76,21.7,19.82,16.17,-0.8445574982966012,-1.2179636004363934,-1.9899197830962516,1.4745614078439289,1.7505783338125327,0.04335566004639948,3.1999791157743815,False,0.5493652556661771,ninguno
Puno,altiplano_lacustre,Taraco,2022,10,Octubre,1,0.0,10.94,22.36,-3.09,0.15,41.29,27.91,2.4,63.93,0.36,14.82,-4.57,4.66,-0.6961728093920004,0.6860814300296617,1.448040275380471,-0.7625997921451563,-2.339647128684011,2.4073052412544587,-1.5537818583177927,False,0.5492135640285722,sequia_puno_2022
Puno,altiplano_lacustre,Taraco,2023,7,Julio,1,0.0,7.76,18.78,-4.01,9.75,51.41,20.97,1.89,64.13,0.44,8.73,-3.44,4.79,-0.6961728093920004,-1.2905111648176362,-0.811074655401287,4.251234682309249,-0.9988516673449938,-0.7532144007548071,-0.12700477798423723,False,0.549080811686866,ninguno
Junin,sierra,San Jose de Quero,2022,11,Noviembre,1,1010.0,8.23,20.73,-0.29,0.05,58.89,23.95,2.24,61.81,0.38,11.68,-1.13,5.87,-0.687280206430994,1.2209962647504704,1.9537653004856945,-0.7942475034135447,-2.321296522794223,2.17040443391815,-1.0417215642364517,False,0.5485392979454666,ninguno
La Libertad,yunga,Cascas,2023,4,Abril,7,5136.62,18.03,26.45,12.54,1.33,79.36,14.65,1.36,80.6,0.54,19.33,13.78,12.36,-0.972381630546486,-1.0872427477328537,-1.898108501976033,0.0988248118245828,1.9732371547776697,-1.9184583480234483,2.4310847886728353,False,0.5482753252845896,nino_costero_2023_2024
Ica,costa,Chincha Alta,2025,7,Julio,26,46258.95,17.96,23.62,13.6,0.02,73.71,11.25,3.21,95.95,0.4,18.44,12.86,9.74,1.0701121527912147,-0.9956460271717985,-1.3033875788239444,-0.48526183854513705,0.21638471678375018,-1.850621057234889,3.837153297742419,False,0.5470223519090116,ninguno
Piura,sierra,Canchaque,2025,6,Junio,21,8598.0,18.88,27.74,13.36,3.45,74.75,12.97,1.94,83.22,0.52,19.8,13.69,11.81,-0.04971827680801107,-1.340792797496613,-1.4821370883077776,2.7186554328916785,1.2252084815830064,-1.7285042451343495,2.555496695520874,False,0.5462307983002854,ninguno
Ica,costa,Santiago,2022,9,Septiembre,1,30279.0,18.06,28.71,10.67,0.01,39.61,25.59,2.96,87.08,0.37,19.8,2.34,5.56,2.8534651867193808,-0.93833995939125,1.2056097737677758,-0.6704781180688075,-1.8256871752474286,0.8317281648790972,-0.801672098003226,False,0.545365997204913,ninguno
La Libertad,yunga,Cascas,2022,2,Febrero,7,11886.89,17.3,25.96,11.34,3.29,73.82,15.64,1.75,80.58,0.45,19.35,11.89,10.91,1.1437017389251376,-1.829822962337408,-2.2641942584349426,1.664980688159944,1.3263889987144568,-1.4258554950638838,0.742294901422239,False,0.5441298001957012,ninguno
La Libertad,sierra,Huamachuco,2025,6,Junio,14,126508.66,10.28,18.81,0.0,3.28,77.36,16.54,1.88,68.25,0.58,11.49,5.84,8.53,1.5014924351054546,-1.7006384431887942,-2.0645373839376164,2.077084268142415,1.1917008268470102,-0.9780347196460987,1.8574943077570836,False,0.5437267059894134,ninguno
Junin,sierra,Matahuasi,2022,11,Noviembre,1,11725.8,8.23,20.73,-0.29,0.05,58.89,20.47,2.24,61.81,0.38,11.68,-1.13,5.87,-0.3180875172821869,1.2209962647504704,1.9537653004856945,-0.7942475034135447,-2.321296522794223,1.9763072204773078,-1.0417215642364517,False,0.5426074226908233,ninguno
Piura,valle_piura,Castilla,2023,6,Junio,1,900.0,26.31,35.34,20.53,0.07,68.26,14.94,3.84,99.5,0.47,27.82,19.28,14.1,-0.6357026886550369,0.3753970161957977,-0.22318196719149308,-0.33636796218410475,1.8379933842659257,-2.332020251492673,2.000107236963847,False,0.542090888092809,nino_costero_2023_2024
Junin,selva_alta,Pichanaqui,2023,10,Octubre,1,0.0,22.49,30.88,16.45,0.53,62.17,16.97,0.9,82.57,0.48,23.12,14.26,12.42,-0.9929349463695971,2.5757279474642987,2.032188848901649,-0.29444675451933006,-1.280617293118213,1.191314208240353,-1.0943515097753456,False,0.5413846061858131,ninguno
La Libertad,sierra,Huamachuco,2025,4,Abril,14,98690.889,11.23,18.69,2.88,1.42,82.6,15.98,1.26,68.15,0.62,12.47,8.03,9.9,0.826783497931244,-0.6334027386036367,-2.1441076893075888,0.24033940178813495,2.0150518799603185,-1.2566787576838314,2.7316092761133586,False,0.5410481135582648,ninguno
San Martin,selva_huallaga,Bajo Biavo,2021,4,Abril,2,81176.39,23.59,31.37,18.96,3.1,86.19,16.16,0.06,94.41,0.7,23.49,20.92,16.48,-0.36905064645882163,-1.7755726281421464,-1.9381899174915118,0.6314093988130574,1.9104409488528278,-0.43753612407874354,3.032777988283392,False,0.5401854752578422,ninguno
Junin,sierra,Huasahuasi,2025,6,Junio,1,113634.4,8.06,17.02,0.59,1.53,80.96,15.98,1.79,65.56,0.56,9.4,4.29,8.05,2.1968082354487555,-1.466246533558376,-1.5359723467110404,0.8739849984612299,1.411585728854177,-0.8003994223653232,2.1565825910003933,False,0.5397820285106425,ninguno
Junin,selva_baja,Rio Tambo,2023,10,Octubre,2,17711.375,27.54,36.77,20.25,0.67,52.82,15.97,0.08,89.09,0.54,27.43,16.25,13.06,1.341924355282252,2.5767485694593275,2.369879085939331,-0.4455879005784297,-1.3493165004110377,0.36793716066058335,-0.682569689958253,False,0.5390655787109168,ninguno
La Libertad,costa,Viru,2025,7,Julio,28,677537.306,19.9,27.98,15.48,0.01,71.26,18.27,2.34,94.12,0.43,20.59,14.11,10.76,1.6936051029395935,-0.2440716562726031,0.45014444473026205,-0.7017727381228345,-0.8055770092010821,-0.8746427791544412,3.1270515804540655,False,0.5389726665090209,ninguno
La Libertad,yunga,Cascas,2025,2,Febrero,7,10969.97,17.8,27.33,12.36,3.33,78.31,14.36,1.74,80.61,0.47,19.73,13.39,12.03,0.856264471506809,-1.3212063769918232,-1.2406483679273774,1.6969430529831147,1.8506395800725486,-2.0627561534358465,1.117581543033482,False,0.5385958294441086,ninguno
Junin,selva_alta,Perene,2023,10,Octubre,11,35337.41,22.49,30.88,16.45,0.53,62.17,15.34,0.9,82.57,0.48,23.12,14.26,12.42,-1.1307815124626346,2.546411132547608,2.0660844527811544,-0.31004595873165797,-1.2446346922426426,0.18630784130983397,-1.044075227872615,False,0.5384902598065464,ninguno
San Martin,selva_huallaga,Bajo Biavo,2024,7,Julio,2,143879.6,27.32,35.81,19.49,0.55,54.75,16.13,0.05,94.6,0.6,27.21,16.54,12.57,2.706713355429566,0.7635052396030976,0.46876261578027817,-1.2803487599818464,-1.568520153489072,-0.460865284902598,-1.2816342126218567,False,0.5384505542295626,nino_costero_2023_2024
Junin,sierra,Matahuasi,2022,10,Octubre,1,10953.7,8.15,20.5,-1.01,0.04,58.59,20.66,1.69,61.83,0.38,11.42,-1.53,5.84,-0.8406977418811173,1.1300069540622162,1.8015895569618083,-0.8033444935149631,-2.3750644048282425,2.0938070561432554,-1.0417215642364517,False,0.5384397959678598,ninguno
San Martin,selva_huallaga,Bajo Biavo,2024,6,Junio,2,127375.6,28.02,35.6,20.1,0.3,54.35,16.38,0.03,94.48,0.6,27.96,17.21,13.09,1.89714700169479,1.2400077885097112,0.354920266233639,-1.4677760304519352,-1.6127817451219204,-0.266455611370485,-1.2816342126218567,False,0.5382523733066388,nino_costero_2023_2024
San Martin,selva_alto_mayo,Moyobamba,2020,3,Marzo,14,39325.2,21.78,28.37,17.23,3.42,86.8,15.7,0.06,90.32,0.66,21.65,19.22,15.58,-1.0100041263669424,-1.3980989619000002,-1.8395728436720091,1.1551050171119603,1.94129355160942,-0.5726170129871467,2.816146898292955,False,0.5381758142139351,ninguno
San Martin,selva_alto_mayo,Moyobamba,2023,10,Octubre,14,44019.6,26.55,34.27,18.27,1.58,56.5,18.05,0.03,90.24,0.53,26.5,16.41,13.04,-0.7222650510125205,2.5360328961887038,1.5870992005345608,-0.12627400355519514,-2.049090471990698,1.1763164479330768,-0.8884272952948037,False,0.5381304676775908,nino_costero_2023_2024
Ica,costa,Santiago,2025,7,Julio,1,7422.49,17.28,26.33,11.25,0.04,59.0,18.08,2.33,87.13,0.5,17.3,8.43,8.09,-1.1813557549820715,-1.6719713191511503,-1.023267148628578,-0.6313876533400175,0.059389375918008115,-1.499100673624209,2.8513079774341503,False,0.5379577322255289,ninguno
San Martin,selva_huallaga,Tocache,2020,2,Febrero,3,47912.2,21.87,27.46,17.94,4.73,88.34,13.51,0.06,89.96,0.74,21.78,19.68,16.02,-0.7764591062715989,-1.1592145138397085,-2.073063863381763,1.379053874442811,1.6478429949264035,-1.5852450544443912,2.731521462657787,False,0.5376260032548943,ninguno
Ica,costa,Salas,2024,2,Febrero,2,51968.44,21.46,29.54,16.57,1.31,72.44,19.09,3.12,87.07,0.4,24.61,15.77,13.0,0.045211251691912015,2.2595403267416607,1.9829071878807873,1.0234420201787657,1.3660128337655308,-0.9536232496595152,0.04132330402078465,False,0.5373615392524571,nino_costero_2023_2024
Ica,costa,Chincha Alta,2024,2,Febrero,26,15499.6,23.67,28.76,20.24,0.47,78.91,24.57,3.23,95.78,0.33,25.57,19.57,14.96,-0.9544856553468118,2.1182439400474222,2.070631281719274,0.7007615048639039,1.3061673097866584,1.0821894701141554,-0.13346620166060733,False,0.5366746032667528,nino_costero_2023_2024
