region,piso_ecologico,distrito,anio,numero_mes,mes,num_cultivos,produccion_piso_ton,temp_promedio,temp_maxima,temp_minima,precipitacion,humedad_relativa,radiacion_solar,velocidad_viento,presion_atmosferica,humedad_suelo,temp_superficie,punto_rocio,humedad_especifica
La Libertad,costa,Viru,2023,8,Agosto,29,618847.075,20.91,30.37,16.56,0.02,75.63,19.38,2.62,94.09,0.38,22.74,16.05,12.2
La Libertad,costa,Viru,2023,9,Septiembre,29,578092.478,21.09,27.88,16.95,0.03,72.99,21.85,2.85,94.03,0.37,23.3,15.74,11.94
La Libertad,costa,Viru,2023,10,Octubre,29,621115.202,20.31,26.8,15.98,0.25,76.66,19.81,2.78,94.08,0.38,22.59,15.83,11.99
La Libertad,costa,Viru,2023,11,Noviembre,29,557700.9417,20.17,27.1,15.82,0.19,76.34,20.75,2.62,94.03,0.38,22.43,15.58,11.83
La Libertad,costa,Viru,2023,12,Diciembre,29,576486.8262,20.83,27.34,16.8,0.58,80.91,19.52,2.55,94.01,0.38,22.9,17.2,13.11
La Libertad,costa,Viru,2024,1,Enero,29,407427.5142,22.27,28.87,18.77,0.16,82.24,19.91,2.55,94.03,0.38,24.53,18.89,14.59
La Libertad,costa,Viru,2024,2,Febrero,29,474512.8223,23.38,29.6,19.54,0.17,80.87,20.1,2.45,94.05,0.38,25.59,19.65,15.32
La Libertad,costa,Viru,2024,3,Marzo,29,427469.9148,22.9,28.84,19.13,0.26,77.16,21.25,2.4,94.06,0.38,24.71,18.43,14.19
La Libertad,costa,Viru,2024,4,Abril,29,522873.209,21.11,27.39,17.04,0.23,79.59,19.19,2.48,94.09,0.38,22.65,17.23,13.13
La Libertad,costa,Viru,2024,5,Mayo,29,566540.466,19.97,27.57,15.81,0.07,75.09,17.79,2.62,94.06,0.38,21.09,15.14,11.48
La Libertad,costa,Viru,2024,6,Junio,29,433281.1031,19.31,28.14,14.26,0.02,71.66,17.36,2.31,94.15,0.38,20.25,13.62,10.42
La Libertad,costa,Viru,2024,7,Julio,29,552592.8604,19.83,28.02,13.6,0.01,66.59,18.66,2.43,94.09,0.37,20.78,12.94,10.0
La Libertad,costa,Viru,2024,8,Agosto,29,547714.6509,19.46,27.59,14.49,0.0,66.45,19.05,2.54,94.17,0.37,20.89,12.63,9.76
La Libertad,costa,Viru,2024,9,Septiembre,29,726594.2466,19.91,27.32,15.05,0.15,66.06,18.44,2.5,94.03,0.37,21.59,13.03,10.01
La Libertad,costa,Viru,2024,10,Octubre,29,619359.101,20.27,27.71,15.14,0.18,68.29,21.08,2.44,94.11,0.38,22.49,13.9,10.58
La Libertad,costa,Viru,2024,11,Noviembre,29,565312.451,18.99,25.16,15.22,0.48,79.68,21.57,2.15,94.14,0.38,21.11,15.21,11.53
La Libertad,costa,Viru,2024,12,Diciembre,29,550278.104,19.44,26.27,15.68,0.82,82.88,19.56,2.36,94.08,0.39,21.21,16.31,12.36
La Libertad,costa,Viru,2025,1,Enero,29,469680.449,20.64,26.45,17.26,0.81,81.71,19.65,2.22,94.13,0.39,22.44,17.21,13.09
La Libertad,costa,Viru,2025,2,Febrero,29,532227.978,21.82,27.21,18.95,1.61,82.59,17.77,1.92,94.04,0.4,23.48,18.54,14.28
La Libertad,costa,Viru,2025,3,Marzo,29,443860.61,22.37,28.35,18.79,1.72,78.77,18.23,2.05,94.07,0.42,23.84,18.25,14.03
La Libertad,costa,Viru,2025,4,Abril,29,481588.255,20.55,26.96,16.91,0.73,82.2,19.11,2.32,94.07,0.42,21.82,17.21,13.1
La Libertad,costa,Viru,2025,5,Mayo,29,558486.236,20.22,28.42,16.31,0.44,77.8,17.33,2.36,94.09,0.4,21.34,15.93,12.07
La Libertad,costa,Viru,2025,6,Junio,29,581455.271,19.55,26.62,15.58,2.58,79.62,14.73,2.44,94.15,0.45,20.49,15.63,11.84
La Libertad,costa,Viru,2025,7,Julio,29,679457.306,19.9,27.98,15.48,0.01,71.26,18.27,2.34,94.12,0.43,20.59,14.11,10.76
La Libertad,costa,Viru,2025,8,Agosto,29,621713.2527,19.3,26.64,14.83,0.02,71.61,19.82,2.64,94.18,0.39,20.92,13.67,10.43
La Libertad,costa,Viru,2025,9,Septiembre,29,656216.3733,19.62,26.67,14.27,0.19,70.1,20.87,2.7,94.15,0.39,21.72,13.68,10.42
La Libertad,costa,Viru,2025,10,Octubre,29,638328.366,19.61,25.92,15.64,0.87,73.95,21.0,2.52,94.11,0.39,21.54,14.59,11.06
La Libertad,costa,Viru,2025,11,Noviembre,29,654076.2641,19.38,28.9,14.29,0.5,76.08,23.17,2.36,94.07,0.39,21.31,14.79,11.22
La Libertad,costa,Viru,2025,12,Diciembre,29,609940.9988,19.7,25.76,15.26,0.06,72.05,23.17,2.25,94.1,0.38,21.63,14.15,10.85
La Libertad,sierra,Huamachuco,2020,1,Enero,14,15981.7,12.05,22.12,3.37,0.72,70.18,19.6,2.1,68.12,0.5,14.75,5.91,8.59
La Libertad,sierra,Huamachuco,2020,2,Febrero,14,35777.4,12.48,22.92,4.99,0.75,72.17,18.0,1.74,68.13,0.48,14.99,6.85,9.17
La Libertad,sierra,Huamachuco,2020,3,Marzo,14,72537.86,11.99,22.68,1.17,0.9,70.7,17.68,1.55,68.14,0.47,14.59,5.86,8.71
La Libertad,sierra,Huamachuco,2020,4,Abril,14,78083.0,11.93,21.48,3.11,1.72,73.3,18.22,1.54,68.21,0.5,14.15,6.55,8.97
La Libertad,sierra,Huamachuco,2020,5,Mayo,14,96235.529,12.26,22.03,1.99,0.27,68.97,17.81,1.68,68.24,0.47,14.25,5.69,8.51
La Libertad,sierra,Huamachuco,2020,6,Junio,14,138818.629,12.24,22.62,2.36,0.18,64.39,19.24,1.8,68.2,0.45,14.45,4.39,7.76
La Libertad,sierra,Huamachuco,2020,7,Julio,14,109597.5,10.97,21.25,3.0,3.3,73.13,18.83,1.73,68.17,0.54,12.69,5.46,8.31
La Libertad,sierra,Huamachuco,2020,8,Agosto,14,72222.37,11.69,22.05,0.98,0.04,64.69,22.12,2.24,68.19,0.49,14.02,3.75,7.48
La Libertad,sierra,Huamachuco,2020,9,Septiembre,14,23237.549,12.14,22.2,3.29,0.23,65.79,19.88,2.24,68.16,0.45,15.2,4.92,8.02
La Libertad,sierra,Huamachuco,2020,10,Octubre,14,14225.3,12.37,23.47,3.83,0.72,63.6,21.02,2.26,68.11,0.45,15.49,4.33,7.81
La Libertad,sierra,Huamachuco,2020,11,Noviembre,14,41287.8,11.83,22.95,2.76,0.99,63.02,21.64,1.72,68.11,0.46,14.47,3.88,7.59
La Libertad,sierra,Huamachuco,2020,12,Diciembre,14,41547.22,10.64,21.14,2.1,1.6,75.28,16.83,1.63,68.04,0.49,12.7,5.82,8.59
La Libertad,sierra,Huamachuco,2021,1,Enero,14,24914.2,10.95,19.58,2.67,1.02,75.5,15.82,1.56,68.0,0.49,13.31,6.25,8.81
La Libertad,sierra,Huamachuco,2021,2,Febrero,14,53122.9,11.58,22.13,2.87,0.73,68.88,20.54,1.9,68.04,0.48,13.99,5.12,8.22
La Libertad,sierra,Huamachuco,2021,3,Marzo,14,62943.67,10.45,21.15,2.81,2.38,75.39,16.22,1.65,68.04,0.5,12.84,5.64,8.45
La Libertad,sierra,Huamachuco,2021,4,Abril,14,109683.61,11.47,20.79,3.55,0.85,74.88,17.11,1.31,68.11,0.52,13.35,6.5,8.94
La Libertad,sierra,Huamachuco,2021,5,Mayo,14,,11.39,20.55,3.78,0.61,71.83,17.82,1.67,68.2,0.49,13.42,5.65,8.41
La Libertad,sierra,Huamachuco,2021,6,Junio,14,,10.97,20.71,3.4,0.27,69.88,16.87,1.6,68.21,0.47,12.89,4.76,7.92
La Libertad,sierra,Huamachuco,2021,7,Julio,14,113096.16,10.91,21.78,1.05,0.48,64.42,19.73,2.32,68.24,0.45,13.25,2.85,7.0
La Libertad,sierra,Huamachuco,2021,8,Agosto,14,73827.858,11.72,21.8,1.97,0.3,62.94,19.8,2.26,68.22,0.45,14.65,3.44,7.29
La Libertad,sierra,Huamachuco,2021,9,Septiembre,14,34533.7,11.85,22.61,3.5,0.95,66.38,20.41,2.29,68.22,0.46,14.74,4.7,7.88
La Libertad,sierra,Huamachuco,2021,10,Octubre,14,19328.9,12.53,24.31,3.38,1.55,69.06,18.9,1.58,68.15,0.47,15.42,6.14,8.72
La Libertad,sierra,Huamachuco,2021,11,Noviembre,14,21503.6,11.48,22.48,3.0,1.46,65.68,19.0,1.63,68.04,0.48,14.17,4.27,7.75
La Libertad,sierra,Huamachuco,2021,12,Diciembre,14,51755.2,11.29,22.88,2.7,1.94,72.67,19.59,1.62,68.03,0.52,13.47,5.83,8.59
La Libertad,sierra,Huamachuco,2022,1,Enero,14,24248.9,10.83,22.37,1.88,1.25,72.37,18.72,1.8,68.05,0.5,13.42,5.28,8.26
La Libertad,sierra,Huamachuco,2022,2,Febrero,14,39813.95,10.95,20.72,1.92,2.64,74.81,15.64,1.46,68.02,0.52,13.35,5.95,8.66
La Libertad,sierra,Huamachuco,2022,3,Marzo,14,,10.48,19.5,2.91,2.46,78.82,16.29,1.55,68.04,0.56,12.65,6.5,8.95
La Libertad,sierra,Huamachuco,2022,4,Abril,14,,11.07,20.53,2.92,1.74,78.51,16.48,1.45,68.11,0.58,12.51,6.99,9.23
La Libertad,sierra,Huamachuco,2022,5,Mayo,14,108472.419,11.5,21.05,3.12,1.38,74.17,17.01,1.29,68.19,0.54,13.2,6.32,8.83
La Libertad,sierra,Huamachuco,2022,6,Junio,14,113159.38,9.9,19.89,0.67,0.81,71.01,17.43,1.56,68.17,0.52,11.29,3.76,7.46
La Libertad,sierra,Huamachuco,2022,7,Julio,14,100760.59,11.08,21.25,0.19,0.39,66.95,19.2,2.19,68.2,0.48,13.09,3.86,7.5
La Libertad,sierra,Huamachuco,2022,8,Agosto,14,79729.44,11.66,21.8,0.98,0.42,63.81,19.71,2.03,68.18,0.46,14.39,3.57,7.36
La Libertad,sierra,Huamachuco,2022,9,Septiembre,14,47190.87,12.22,22.63,2.89,0.87,64.14,19.09,1.83,68.17,0.46,15.38,4.38,7.76
La Libertad,sierra,Huamachuco,2022,10,Octubre,14,18995.55,12.36,23.97,4.5,0.79,57.36,21.76,1.66,68.1,0.46,15.01,2.49,7.02
La Libertad,sierra,Huamachuco,2022,11,Noviembre,14,24236.5,12.72,23.92,3.64,0.86,58.53,22.84,1.85,68.08,0.46,15.94,3.35,7.38
La Libertad,sierra,Huamachuco,2022,12,Diciembre,14,47415.25,11.16,21.46,1.24,0.94,69.37,18.76,1.76,68.02,0.46,13.76,4.76,8.03
La Libertad,sierra,Huamachuco,2023,1,Enero,14,28197.8,10.64,20.91,2.96,4.97,73.16,17.15,1.47,68.05,0.52,13.04,5.28,8.27
La Libertad,sierra,Huamachuco,2023,2,Febrero,14,34199.5,10.99,18.38,3.58,2.32,80.49,15.51,1.4,68.06,0.61,12.85,7.39,9.49
La Libertad,sierra,Huamachuco,2023,3,Marzo,14,53391.21,10.01,19.24,2.53,2.46,81.41,15.55,1.63,68.1,0.62,11.62,6.55,9.0
La Libertad,sierra,Huamachuco,2023,4,Abril,14,68637.63,10.68,19.04,3.02,1.26,81.74,14.65,1.24,68.11,0.59,12.08,7.26,9.43
La Libertad,sierra,Huamachuco,2023,5,Mayo,14,80596.929,11.99,21.16,5.41,0.72,75.77,16.38,1.45,68.21,0.54,13.65,7.17,9.33
La Libertad,sierra,Huamachuco,2023,6,Junio,14,183520.938,11.83,21.38,1.76,0.02,68.27,19.58,1.85,68.22,0.49,13.79,4.86,8.04
La Libertad,sierra,Huamachuco,2023,7,Julio,14,133722.78,12.34,23.03,2.69,0.13,63.19,20.34,2.21,68.27,0.45,14.67,3.85,7.5
La Libertad,sierra,Huamachuco,2023,8,Agosto,14,81808.82,12.75,23.59,2.05,0.26,61.08,20.9,2.06,68.24,0.45,15.62,3.73,7.48
La Libertad,sierra,Huamachuco,2023,9,Septiembre,14,50540.08,13.22,23.31,4.12,0.28,64.51,20.7,2.23,68.2,0.45,16.54,5.6,8.4
La Libertad,sierra,Huamachuco,2023,10,Octubre,14,17079.4,13.22,23.15,3.86,0.93,68.82,17.28,1.95,68.18,0.46,16.11,6.82,9.13
La Libertad,sierra,Huamachuco,2023,11,Noviembre,14,32813.3,13.31,23.26,3.54,0.88,64.79,19.04,1.79,68.09,0.46,16.17,5.72,8.63
La Libertad,sierra,Huamachuco,2023,12,Diciembre,14,44982.05,12.53,23.03,3.82,2.62,75.88,15.91,1.53,68.11,0.5,14.59,7.84,9.8
La Libertad,sierra,Huamachuco,2024,1,Enero,14,19075.3,12.85,22.22,3.36,0.61,74.33,17.15,1.74,68.18,0.51,15.28,7.78,9.74
La Libertad,sierra,Huamachuco,2024,2,Febrero,14,36400.8,12.74,23.06,4.23,0.89,73.07,17.11,1.79,68.2,0.48,15.43,7.24,9.43
La Libertad,sierra,Huamachuco,2024,3,Marzo,14,81843.66,12.47,23.58,3.46,1.01,73.38,18.37,1.66,68.22,0.48,14.69,7.1,9.35
La Libertad,sierra,Huamachuco,2024,4,Abril,14,106069.45,13.03,23.15,6.18,0.95,74.47,16.45,1.32,68.2,0.47,15.2,7.9,9.81
La Libertad,sierra,Huamachuco,2024,5,Mayo,14,127209.759,13.38,23.48,3.36,0.41,69.17,18.21,1.46,68.25,0.46,15.55,6.76,9.12
La Libertad,sierra,Huamachuco,2024,6,Junio,14,151759.05,13.0,23.9,3.06,0.21,63.29,18.09,1.67,68.25,0.45,15.44,4.61,7.93
La Libertad,sierra,Huamachuco,2024,7,Julio,14,130730.059,12.17,22.92,-0.37,0.24,62.66,20.34,2.5,68.27,0.45,14.59,3.52,7.39
La Libertad,sierra,Huamachuco,2024,8,Agosto,14,75880.569,12.78,23.91,4.55,0.04,60.55,19.95,2.31,68.28,0.45,15.78,3.84,7.48
La Libertad,sierra,Huamachuco,2024,9,Septiembre,14,30480.74,13.47,24.65,4.98,0.75,60.91,18.16,2.25,68.22,0.45,16.66,4.48,7.84
La Libertad,sierra,Huamachuco,2024,10,Octubre,14,17172.55,12.85,22.93,3.8,1.08,67.21,20.05,1.83,68.19,0.47,15.91,6.07,8.67
La Libertad,sierra,Huamachuco,2024,11,Noviembre,14,21405.3,12.27,23.58,4.8,1.44,65.32,20.8,1.79,68.07,0.48,14.79,4.91,8.09
La Libertad,sierra,Huamachuco,2024,12,Diciembre,14,34507.7,11.84,20.58,3.48,1.91,74.81,16.36,1.56,68.08,0.5,14.18,6.93,9.22
La Libertad,sierra,Huamachuco,2025,1,Enero,14,13812.6,11.27,20.62,2.79,2.04,74.71,16.2,1.69,68.1,0.54,13.67,6.23,8.81
La Libertad,sierra,Huamachuco,2025,2,Febrero,14,40530.5,10.67,20.0,2.57,3.44,79.64,14.36,1.51,68.08,0.55,12.89,6.82,9.17
La Libertad,sierra,Huamachuco,2025,3,Marzo,14,85941.54,10.38,19.08,2.85,3.74,81.2,15.74,1.43,68.15,0.61,12.02,6.88,9.21
La Libertad,sierra,Huamachuco,2025,4,Abril,14,98690.889,11.23,18.69,2.88,1.42,82.6,15.98,1.26,68.15,0.62,12.47,8.03,9.9
La Libertad,sierra,Huamachuco,2025,5,Mayo,14,105193.3,11.46,19.62,4.6,0.73,76.93,17.31,1.64,68.23,0.57,12.91,6.93,9.17
La Libertad,sierra,Huamachuco,2025,6,Junio,14,126508.66,10.28,18.81,0.0,3.28,77.36,16.54,1.88,68.25,0.58,11.49,5.84,8.53
La Libertad,sierra,Huamachuco,2025,7,Julio,14,135543.849,10.12,20.24,-3.13,0.14,69.47,20.06,2.46,68.27,0.54,11.83,3.5,7.31
La Libertad,sierra,Huamachuco,2025,8,Agosto,14,94157.3,11.86,21.83,3.73,0.09,66.14,20.29,2.16,68.24,0.47,14.55,4.52,7.8
La Libertad,sierra,Huamachuco,2025,9,Septiembre,14,58079.65,12.53,21.86,6.2,0.83,66.71,19.24,2.18,68.22,0.46,15.73,5.51,8.33
La Libertad,sierra,Huamachuco,2025,10,Octubre,14,27558.9,11.35,21.36,2.66,2.47,73.2,18.33,1.59,68.12,0.5,13.91,6.05,8.67
La Libertad,sierra,Huamachuco,2025,11,Noviembre,14,29642.75,11.65,22.4,3.65,1.76,72.26,18.5,1.51,68.07,0.52,13.94,5.99,8.7
La Libertad,sierra,Huamachuco,2025,12,Diciembre,14,27047.22,11.62,23.37,1.32,0.25,52.71,18.5,1.97,68.0,0.48,13.57,0.14,6.09
La Libertad,yunga,Cascas,2020,1,Enero,7,11885.889,19.28,30.53,11.24,0.58,65.71,19.6,1.87,80.63,0.4,22.17,11.64,10.74
La Libertad,yunga,Cascas,2020,2,Febrero,7,11820.018,19.84,30.38,13.65,0.61,67.35,18.0,1.79,80.63,0.39,22.57,12.73,11.53
La Libertad,yunga,Cascas,2020,3,Marzo,7,8795.548,19.16,30.87,10.13,0.93,68.01,17.68,1.79,80.66,0.38,21.73,12.1,11.14
La Libertad,yunga,Cascas,2020,4,Abril,7,7079.65,19.13,29.07,12.1,2.19,68.1,18.22,1.37,80.7,0.43,21.12,12.27,11.17
La Libertad,yunga,Cascas,2020,5,Mayo,7,6389.27,19.71,29.26,11.17,0.25,61.12,17.81,1.35,80.7,0.4,21.6,10.98,10.28
La Libertad,yunga,Cascas,2020,6,Junio,7,7326.221,19.33,29.36,11.53,0.04,55.27,19.24,1.31,80.65,0.37,21.27,8.99,8.98
La Libertad,yunga,Cascas,2020,7,Julio,7,7690.05,18.49,28.41,10.87,2.58,61.87,18.83,1.2,80.61,0.43,20.13,10.0,9.61
La Libertad,yunga,Cascas,2020,8,Agosto,7,5648.759,19.14,29.39,9.68,0.0,53.8,22.12,1.43,80.62,0.39,21.44,8.15,8.53
La Libertad,yunga,Cascas,2020,9,Septiembre,7,7251.829,19.86,29.84,12.19,0.22,52.83,19.88,1.44,80.6,0.36,22.94,8.84,8.9
La Libertad,yunga,Cascas,2020,10,Octubre,7,7511.21,19.97,30.64,11.88,0.59,53.07,21.02,1.55,80.57,0.36,23.38,8.77,9.0
La Libertad,yunga,Cascas,2020,11,Noviembre,7,9425.0,18.61,28.77,9.3,1.26,53.64,21.64,1.73,80.61,0.37,21.19,7.88,8.52
La Libertad,yunga,Cascas,2020,12,Diciembre,7,13073.99,17.61,26.36,10.91,2.02,72.0,16.83,1.68,80.58,0.43,19.63,11.78,10.86
La Libertad,yunga,Cascas,2021,1,Enero,7,11667.51,18.03,28.1,11.59,1.17,71.15,15.82,1.67,80.52,0.42,20.27,11.98,10.97
La Libertad,yunga,Cascas,2021,2,Febrero,7,11412.61,18.76,28.93,11.17,0.5,65.82,20.54,1.91,80.57,0.4,21.36,11.28,10.5
La Libertad,yunga,Cascas,2021,3,Marzo,7,10039.128,17.94,28.04,11.46,1.96,69.45,16.22,1.75,80.59,0.41,20.09,11.44,10.59
La Libertad,yunga,Cascas,2021,4,Abril,7,6295.289,19.18,28.43,12.73,0.58,64.73,17.11,1.33,80.57,0.41,21.19,11.53,10.64
La Libertad,yunga,Cascas,2021,5,Mayo,7,,19.02,28.76,11.42,0.38,60.2,17.82,1.31,80.67,0.39,21.01,10.11,9.67
La Libertad,yunga,Cascas,2021,6,Junio,7,,18.74,28.39,11.29,0.15,57.93,16.87,1.27,80.69,0.37,20.65,9.24,9.14
La Libertad,yunga,Cascas,2021,7,Julio,7,6672.87,19.07,29.29,9.87,0.16,52.01,19.73,1.3,80.67,0.36,21.37,7.32,8.12
La Libertad,yunga,Cascas,2021,8,Agosto,7,6634.199,19.67,29.4,10.3,0.35,50.78,19.8,1.4,80.68,0.35,22.53,7.79,8.35
La Libertad,yunga,Cascas,2021,9,Septiembre,7,5869.759,19.88,30.57,12.27,0.48,52.47,20.41,1.37,80.64,0.36,23.03,8.77,8.84
La Libertad,yunga,Cascas,2021,10,Octubre,7,6394.97,19.37,30.01,13.47,1.87,61.58,18.9,1.43,80.61,0.38,21.97,10.95,10.23
La Libertad,yunga,Cascas,2021,11,Noviembre,7,11228.63,17.88,26.6,10.89,1.49,61.53,19.0,1.84,80.61,0.4,20.25,9.43,9.34
La Libertad,yunga,Cascas,2021,12,Diciembre,7,9158.9,18.07,27.35,10.18,1.55,68.03,19.59,1.76,80.57,0.42,20.24,11.3,10.5
La Libertad,yunga,Cascas,2022,1,Enero,7,13245.82,17.95,28.76,10.27,1.55,68.31,18.72,1.87,80.61,0.42,20.43,11.1,10.39
La Libertad,yunga,Cascas,2022,2,Febrero,7,11886.89,17.3,25.96,11.34,3.29,73.82,15.64,1.75,80.58,0.45,19.35,11.89,10.91
La Libertad,yunga,Cascas,2022,3,Marzo,7,,17.35,26.43,11.46,2.7,76.42,16.29,1.65,80.6,0.49,19.09,12.6,11.4
La Libertad,yunga,Cascas,2022,4,Abril,7,,18.16,27.64,11.91,1.79,73.41,16.48,1.16,80.56,0.5,19.63,12.65,11.44
La Libertad,yunga,Cascas,2022,5,Mayo,7,5845.888,18.83,27.97,12.02,1.09,64.51,17.01,1.19,80.66,0.46,20.33,11.11,10.34
La Libertad,yunga,Cascas,2022,6,Junio,7,5323.148,17.71,27.25,9.18,0.61,59.77,17.43,1.23,80.65,0.43,19.04,8.65,8.83
La Libertad,yunga,Cascas,2022,7,Julio,7,6160.448,18.68,28.09,9.73,0.25,55.23,19.2,1.26,80.63,0.39,20.6,8.23,8.55
La Libertad,yunga,Cascas,2022,8,Agosto,7,5694.529,19.32,29.05,10.64,0.35,52.42,19.71,1.35,80.63,0.37,21.78,8.06,8.47
La Libertad,yunga,Cascas,2022,9,Septiembre,7,4309.406,19.75,29.82,12.03,1.1,53.39,19.09,1.43,80.63,0.37,22.65,8.89,8.94
La Libertad,yunga,Cascas,2022,10,Octubre,7,6359.38,19.1,29.37,9.41,0.41,48.98,21.76,1.76,80.63,0.37,21.89,6.76,7.9
La Libertad,yunga,Cascas,2022,11,Noviembre,7,11972.95,19.29,29.37,10.56,0.3,51.71,22.84,1.93,80.6,0.36,22.58,7.87,8.44
La Libertad,yunga,Cascas,2022,12,Diciembre,7,11087.49,18.14,28.15,8.85,1.11,64.85,18.76,1.84,80.57,0.37,20.8,10.37,9.96
La Libertad,yunga,Cascas,2023,1,Enero,7,11528.048,17.37,26.53,11.31,7.48,70.17,17.15,1.78,80.63,0.46,19.41,11.02,10.39
La Libertad,yunga,Cascas,2023,2,Febrero,7,11638.479,17.81,25.93,12.58,3.0,78.98,15.51,1.4,80.57,0.6,19.27,13.63,12.2
La Libertad,yunga,Cascas,2023,3,Marzo,7,8380.948,17.51,26.96,12.08,2.35,79.89,15.55,1.6,80.66,0.59,19.1,13.44,12.07
La Libertad,yunga,Cascas,2023,4,Abril,7,5136.62,18.03,26.45,12.54,1.33,79.36,14.65,1.36,80.6,0.54,19.33,13.78,12.36
La Libertad,yunga,Cascas,2023,5,Mayo,7,5439.57,19.46,28.8,12.17,0.89,70.39,16.38,1.14,80.66,0.48,20.99,13.03,11.76
La Libertad,yunga,Cascas,2023,6,Junio,7,4579.597,19.45,29.05,10.26,0.02,61.4,19.58,1.2,80.68,0.43,21.3,10.48,10.02
La Libertad,yunga,Cascas,2023,7,Julio,7,6189.31,19.92,29.86,10.91,0.13,57.35,20.34,1.23,80.68,0.38,22.03,9.73,9.52
La Libertad,yunga,Cascas,2023,8,Agosto,7,4155.68,20.47,31.07,11.33,0.11,53.62,20.9,1.36,80.66,0.36,23.18,9.29,9.25
La Libertad,yunga,Cascas,2023,9,Septiembre,7,5092.32,21.58,30.99,13.76,0.22,51.88,20.7,1.4,80.61,0.35,25.12,10.12,9.73
La Libertad,yunga,Cascas,2023,10,Octubre,7,9416.679,20.18,30.38,12.72,1.46,62.03,17.28,1.59,80.63,0.38,23.15,11.78,10.81
La Libertad,yunga,Cascas,2023,11,Noviembre,7,14621.55,19.92,30.38,12.22,1.22,60.3,19.04,1.7,80.57,0.38,22.66,10.97,10.37
La Libertad,yunga,Cascas,2023,12,Diciembre,7,5538.969,19.54,30.76,12.55,3.11,70.77,15.91,1.5,80.57,0.43,21.77,13.34,11.98
La Libertad,yunga,Cascas,2024,1,Enero,7,11998.66,20.05,28.95,13.7,0.96,70.56,17.15,1.6,80.63,0.44,22.39,13.74,12.3
La Libertad,yunga,Cascas,2024,2,Febrero,7,8593.098,20.05,29.96,13.56,1.05,70.47,17.11,1.72,80.67,0.42,22.62,13.62,12.24
La Libertad,yunga,Cascas,2024,3,Marzo,7,9793.838,20.05,30.2,12.38,1.12,66.77,18.37,1.52,80.68,0.41,22.22,12.79,11.63
La Libertad,yunga,Cascas,2024,4,Abril,7,5196.389,19.61,29.22,13.71,1.34,69.25,16.45,1.47,80.65,0.41,21.52,13.06,11.74
La Libertad,yunga,Cascas,2024,5,Mayo,7,5595.149,20.71,30.3,12.84,0.49,59.6,18.21,1.27,80.64,0.4,22.57,11.57,10.68
La Libertad,yunga,Cascas,2024,6,Junio,7,4670.516,19.9,31.04,12.17,0.17,54.53,18.09,1.33,80.68,0.37,21.74,9.32,9.21
La Libertad,yunga,Cascas,2024,7,Julio,7,6304.53,20.01,30.63,10.9,0.07,50.68,20.34,1.31,80.67,0.36,22.24,7.79,8.39
La Libertad,yunga,Cascas,2024,8,Agosto,7,5105.36,20.52,30.02,12.41,0.04,47.15,19.95,1.41,80.7,0.35,23.29,7.58,8.18
La Libertad,yunga,Cascas,2024,9,Septiembre,7,5475.7,21.31,31.38,12.9,0.52,47.37,18.16,1.37,80.6,0.35,24.48,8.22,8.59
La Libertad,yunga,Cascas,2024,10,Octubre,7,5206.41,20.31,30.05,12.69,0.8,56.5,20.05,1.63,80.65,0.37,23.28,10.52,9.93
La Libertad,yunga,Cascas,2024,11,Noviembre,7,10755.31,18.43,28.96,10.74,0.71,59.63,20.8,1.98,80.63,0.36,21.24,9.35,9.33
La Libertad,yunga,Cascas,2024,12,Diciembre,7,15471.96,18.6,28.3,11.77,2.09,69.07,16.36,1.78,80.59,0.39,21.02,12.03,11.0
La Libertad,yunga,Cascas,2025,1,Enero,7,8974.67,18.01,28.68,11.27,2.42,72.43,16.2,1.73,80.65,0.46,20.23,12.2,11.13
La Libertad,yunga,Cascas,2025,2,Febrero,7,10969.97,17.8,27.33,12.36,3.33,78.31,14.36,1.74,80.61,0.47,19.73,13.39,12.03
La Libertad,yunga,Cascas,2025,3,Marzo,7,5884.72,18.07,27.35,11.93,2.65,76.53,15.74,1.54,80.67,0.5,19.62,13.26,11.93
La Libertad,yunga,Cascas,2025,4,Abril,7,5076.438,18.73,28.35,12.94,1.5,73.56,15.98,1.31,80.63,0.49,20.27,13.24,11.88
La Libertad,yunga,Cascas,2025,5,Mayo,7,4761.798,19.32,28.65,11.72,0.44,64.15,17.31,1.2,80.65,0.45,20.96,11.41,10.55
La Libertad,yunga,Cascas,2025,6,Junio,7,7543.78,18.05,27.92,9.46,4.49,67.74,16.54,1.12,80.68,0.5,19.18,11.02,10.31
La Libertad,yunga,Cascas,2025,7,Julio,7,6666.739,18.33,28.6,7.58,0.04,58.74,20.06,1.23,80.69,0.46,19.89,8.61,8.82
La Libertad,yunga,Cascas,2025,8,Agosto,7,5259.55,19.65,29.47,11.71,0.11,55.15,20.29,1.33,80.68,0.39,22.18,9.19,9.1
La Libertad,yunga,Cascas,2025,9,Septiembre,7,5585.557,20.36,29.75,12.96,0.47,54.08,19.24,1.35,80.66,0.37,23.62,9.71,9.41
La Libertad,yunga,Cascas,2025,10,Octubre,7,9542.706,19.15,29.29,11.73,1.81,62.69,18.33,1.5,80.62,0.38,21.8,11.02,10.29
La Libertad,yunga,Cascas,2025,11,Noviembre,7,16503.407,18.71,28.1,11.03,2.23,65.64,18.5,1.65,80.59,0.42,21.0,11.27,10.48
