region,piso_ecologico,distrito,anio,numero_mes,mes,num_cultivos,produccion_piso_ton,temp_promedio,temp_maxima,temp_minima,precipitacion,humedad_relativa,radiacion_solar,velocidad_viento,presion_atmosferica,humedad_suelo,temp_superficie,punto_rocio,humedad_especifica
Piura,valle_chira,Sullana,2022,4,Abril,11,,25.99,36.07,19.02,0.24,59.53,19.66,4.19,99.47,0.39,28.04,16.73,12.0
Piura,valle_chira,Sullana,2022,5,Mayo,11,78326.112,24.76,34.61,17.79,0.11,60.41,18.12,4.14,99.6,0.39,26.72,15.7,11.22
Piura,valle_chira,Sullana,2022,6,Junio,11,277727.205,23.01,33.99,16.29,0.17,62.76,17.83,4.19,99.68,0.39,24.72,14.66,10.49
Piura,valle_chira,Sullana,2022,7,Julio,11,233216.85,22.73,34.16,16.29,0.11,62.83,18.87,4.44,99.66,0.39,24.69,14.49,10.36
Piura,valle_chira,Sullana,2022,8,Agosto,11,83150.778,22.7,33.59,16.17,0.19,62.36,20.84,4.67,99.66,0.39,24.92,14.24,10.19
Piura,valle_chira,Sullana,2022,9,Septiembre,11,69721.899,22.94,33.92,16.26,0.03,59.83,21.97,4.79,99.67,0.39,25.41,13.85,9.94
Piura,valle_chira,Sullana,2022,10,Octubre,11,113561.488,23.03,33.72,15.09,0.06,57.75,23.38,4.64,99.68,0.39,25.89,13.23,9.56
Piura,valle_chira,Sullana,2022,11,Noviembre,11,162627.346,24.15,34.14,15.54,0.04,58.57,23.07,4.25,99.63,0.39,27.25,14.54,10.42
Piura,valle_chira,Sullana,2022,12,Diciembre,11,324382.6155,25.47,35.01,17.78,0.12,62.04,20.06,4.35,99.55,0.39,28.33,16.9,12.15
Piura,valle_chira,Sullana,2023,1,Enero,11,213581.286,26.75,36.5,19.72,0.19,58.31,19.56,3.74,99.56,0.39,29.47,16.97,12.23
Piura,valle_chira,Sullana,2023,2,Febrero,11,101705.617,28.32,37.67,22.66,0.39,59.84,16.59,3.45,99.39,0.39,30.93,19.01,13.9
Piura,valle_chira,Sullana,2023,3,Marzo,11,29395.3,27.77,38.39,22.07,5.27,69.04,17.13,2.66,99.46,0.45,29.47,20.79,15.57
Piura,valle_chira,Sullana,2023,4,Abril,11,50607.858,26.71,33.85,21.53,7.36,78.75,16.45,1.99,99.38,0.57,27.47,22.37,17.12
Piura,valle_chira,Sullana,2023,5,Mayo,11,93784.0,27.2,36.79,21.41,0.35,69.51,14.21,3.48,99.43,0.5,28.44,20.53,15.26
Piura,valle_chira,Sullana,2023,6,Junio,11,255703.712,26.31,35.34,20.53,0.07,68.26,13.53,3.84,99.5,0.47,27.82,19.28,14.1
Piura,valle_chira,Sullana,2023,7,Julio,11,231261.0,26.15,38.61,20.31,0.01,66.5,15.34,4.17,99.53,0.45,27.91,18.61,13.52
Piura,valle_chira,Sullana,2023,8,Agosto,11,125447.0,26.08,36.1,19.83,0.02,64.36,16.24,4.23,99.54,0.44,28.27,18.01,13.02
Piura,valle_chira,Sullana,2023,9,Septiembre,11,120113.55,26.03,35.44,19.36,0.02,62.3,20.74,4.68,99.47,0.43,28.54,17.46,12.57
Piura,valle_chira,Sullana,2023,10,Octubre,11,186810.679,26.51,35.99,20.31,0.1,60.09,19.32,4.69,99.52,0.42,29.21,17.36,12.48
Piura,valle_chira,Sullana,2023,11,Noviembre,11,223457.607,25.94,35.16,18.18,0.09,61.23,21.05,4.73,99.47,0.42,28.64,17.13,12.31
Piura,valle_chira,Sullana,2023,12,Diciembre,11,302566.475,26.84,36.74,20.74,0.53,62.1,19.08,4.64,99.42,0.41,29.56,18.28,13.24
Piura,valle_chira,Sullana,2024,1,Enero,11,155393.738,28.33,37.87,22.1,0.19,62.83,15.85,4.68,99.42,0.42,31.09,19.87,14.65
Piura,valle_chira,Sullana,2024,2,Febrero,11,109302.025,28.85,38.72,23.33,4.39,67.36,16.46,3.63,99.42,0.45,30.92,21.53,16.27
Piura,valle_chira,Sullana,2024,3,Marzo,11,54258.889,29.19,38.32,21.91,0.08,59.07,18.76,3.76,99.43,0.43,31.46,19.54,14.37
Piura,valle_chira,Sullana,2024,4,Abril,11,114912.709,28.0,37.8,21.64,0.16,60.05,18.28,3.92,99.47,0.42,29.99,18.79,13.68
Piura,valle_chira,Sullana,2024,5,Mayo,11,129085.0,25.95,36.27,18.76,0.06,60.21,18.86,4.55,99.48,0.42,27.81,16.87,12.11
Piura,valle_chira,Sullana,2024,6,Junio,11,304033.212,24.5,34.2,18.1,0.08,62.03,18.21,4.1,99.62,0.41,26.3,15.93,11.39
Piura,valle_chira,Sullana,2024,7,Julio,11,278215.923,23.72,34.27,17.24,0.03,62.64,19.62,4.39,99.6,0.41,25.65,15.27,10.92
Piura,valle_chira,Sullana,2024,8,Agosto,11,164117.251,23.6,34.63,16.76,0.03,61.26,20.84,4.51,99.68,0.41,25.81,14.85,10.61
Piura,valle_chira,Sullana,2024,9,Septiembre,11,93497.97,23.47,34.48,16.67,0.09,61.82,20.63,4.54,99.55,0.4,25.8,14.97,10.7
Piura,valle_chira,Sullana,2024,10,Octubre,11,195171.432,24.92,34.94,18.3,0.09,59.28,23.11,4.6,99.6,0.4,27.75,15.71,11.21
Piura,valle_chira,Sullana,2024,11,Noviembre,11,258097.685,24.53,34.62,17.09,0.02,60.91,22.07,4.16,99.64,0.4,27.65,15.5,11.1
Piura,valle_chira,Sullana,2024,12,Diciembre,11,318942.333,25.89,34.84,19.8,0.21,62.36,19.47,4.64,99.53,0.4,28.67,17.38,12.5
Piura,valle_chira,Sullana,2025,1,Enero,11,160188.39,26.81,36.55,20.4,0.28,62.44,18.88,4.23,99.56,0.4,29.5,18.24,13.21
Piura,valle_chira,Sullana,2025,2,Febrero,11,66104.177,27.92,37.18,22.27,1.62,63.31,15.91,3.38,99.45,0.41,30.43,19.59,14.42
Piura,valle_chira,Sullana,2025,3,Marzo,11,30985.0,28.65,37.72,22.29,1.6,59.92,18.77,3.0,99.47,0.41,30.86,19.22,14.11
Piura,valle_chira,Sullana,2025,4,Abril,11,34199.0,27.5,37.45,20.74,0.23,59.44,19.53,3.69,99.45,0.42,29.53,18.1,13.11
Piura,valle_chira,Sullana,2025,5,Mayo,11,152788.86,26.16,35.53,19.71,0.07,61.86,18.13,4.1,99.53,0.41,28.01,17.51,12.6
Piura,valle_chira,Sullana,2025,6,Junio,11,318467.672,24.17,34.24,17.75,4.32,69.31,14.21,4.08,99.62,0.46,25.62,17.51,12.6
Piura,valle_chira,Sullana,2025,7,Julio,11,249610.6,23.81,35.61,17.75,0.01,66.09,19.03,4.18,99.63,0.43,25.61,16.24,11.61
Piura,valle_chira,Sullana,2025,8,Agosto,11,123676.993,23.8,35.09,17.16,0.01,62.96,19.71,4.59,99.67,0.42,25.95,15.48,11.05
Piura,valle_chira,Sullana,2025,9,Septiembre,11,131931.725,24.07,34.21,17.12,0.01,60.97,22.92,4.7,99.65,0.42,26.61,15.26,10.89
Piura,valle_chira,Sullana,2025,10,Octubre,11,201202.0,24.63,34.74,17.75,0.04,60.35,21.83,4.6,99.59,0.41,27.35,15.73,11.24
Piura,valle_chira,Sullana,2025,11,Noviembre,11,328970.056,25.01,34.54,18.44,0.32,61.24,21.33,4.54,99.54,0.41,27.82,16.3,11.66
Piura,valle_chira,Sullana,2025,12,Diciembre,11,310956.0,25.21,35.15,17.3,0.02,60.21,21.33,4.31,99.56,0.41,28.21,15.88,11.39
Puno,altiplano_lacustre,Ilave,2020,1,Enero,22,25467.0,10.41,17.81,2.56,2.49,71.49,22.89,3.55,63.8,0.48,14.97,4.98,8.63
Puno,altiplano_lacustre,Ilave,2020,2,Febrero,22,118609.0,10.18,16.35,3.57,7.21,77.49,20.01,3.71,63.82,0.54,14.61,6.17,9.31
Puno,altiplano_lacustre,Ilave,2020,3,Marzo,22,338338.2,9.9,16.39,4.79,3.03,75.28,20.52,3.75,63.86,0.58,14.4,5.43,8.84
Puno,altiplano_lacustre,Ilave,2020,4,Abril,22,518230.02,9.7,17.19,4.17,0.56,64.69,22.02,2.7,63.93,0.55,13.62,2.41,7.33
Puno,altiplano_lacustre,Ilave,2020,5,Mayo,22,375225.4,8.76,16.26,2.83,0.06,54.16,20.75,2.49,63.96,0.5,11.24,-1.15,5.79
Puno,altiplano_lacustre,Ilave,2020,6,Junio,22,351389.0,8.08,15.18,1.62,0.08,58.92,19.82,2.47,63.88,0.46,10.32,-0.7,6.05
Puno,altiplano_lacustre,Ilave,2020,7,Julio,22,11611.0,7.72,14.78,0.69,0.18,54.18,20.86,2.45,63.84,0.44,9.66,-2.6,5.34
Puno,altiplano_lacustre,Ilave,2020,8,Agosto,22,9209.2,8.7,16.52,1.49,0.17,58.54,22.51,3.31,63.81,0.41,11.85,-0.01,6.21
Puno,altiplano_lacustre,Ilave,2020,9,Septiembre,22,2644.0,8.66,17.59,2.65,0.37,67.13,22.1,3.36,63.87,0.39,13.3,2.09,7.12
Puno,altiplano_lacustre,Ilave,2020,10,Octubre,22,5495.0,9.55,17.8,2.98,0.93,66.98,22.98,3.98,63.86,0.38,14.51,2.92,7.54
Puno,altiplano_lacustre,Ilave,2020,11,Noviembre,22,13292.0,10.83,19.01,4.9,0.9,59.7,28.47,3.68,63.81,0.37,16.13,1.9,7.2
Puno,altiplano_lacustre,Ilave,2020,12,Diciembre,22,12672.9,10.26,18.15,4.34,4.27,72.43,23.29,4.2,63.73,0.4,15.03,5.0,8.64
Puno,altiplano_lacustre,Ilave,2021,1,Enero,22,28500.0,9.47,17.96,2.07,4.55,74.48,23.0,3.6,63.67,0.51,13.86,4.69,8.48
Puno,altiplano_lacustre,Ilave,2021,2,Febrero,22,121598.8,9.28,16.52,3.55,2.93,75.02,22.64,4.08,63.75,0.52,13.88,4.73,8.45
Puno,altiplano_lacustre,Ilave,2021,3,Marzo,22,362615.2,8.94,15.3,2.41,2.84,77.0,20.74,3.89,63.75,0.53,13.29,4.82,8.48
Puno,altiplano_lacustre,Ilave,2021,4,Abril,22,550398.87,9.37,16.59,2.47,1.26,66.21,21.57,2.91,63.79,0.53,12.79,2.46,7.42
Puno,altiplano_lacustre,Ilave,2021,5,Mayo,22,,8.94,15.66,3.05,0.22,63.15,19.45,2.29,63.89,0.48,12.03,1.4,6.83
Puno,altiplano_lacustre,Ilave,2021,6,Junio,22,,7.91,15.81,2.04,0.6,56.78,19.65,2.24,63.85,0.46,10.27,-1.36,5.7
Puno,altiplano_lacustre,Ilave,2021,7,Julio,22,13737.7,8.01,14.5,1.8,0.03,57.2,20.16,2.43,63.9,0.44,10.35,-1.08,5.79
Puno,altiplano_lacustre,Ilave,2021,8,Agosto,22,9018.8,8.28,16.84,2.27,0.18,58.56,22.37,2.93,63.88,0.41,11.66,-0.66,5.94
Puno,altiplano_lacustre,Ilave,2021,9,Septiembre,22,2734.6,9.43,16.91,3.86,0.89,68.47,24.06,3.72,63.91,0.39,13.8,3.22,7.63
Puno,altiplano_lacustre,Ilave,2021,10,Octubre,22,5585.9,10.57,19.14,3.57,2.91,63.0,27.42,3.33,63.83,0.43,15.52,2.67,7.5
Puno,altiplano_lacustre,Ilave,2021,11,Noviembre,22,13598.4,10.49,16.81,3.87,2.44,67.65,25.45,3.17,63.71,0.44,15.47,4.23,8.23
Puno,altiplano_lacustre,Ilave,2021,12,Diciembre,22,255432.42,10.04,17.18,3.21,4.98,70.34,21.3,3.34,63.71,0.5,15.12,4.34,8.29
Puno,altiplano_lacustre,Ilave,2022,1,Enero,22,39912.8,9.71,18.42,3.31,3.21,73.62,22.17,3.89,63.72,0.51,14.47,4.76,8.49
Puno,altiplano_lacustre,Ilave,2022,2,Febrero,22,150045.3,9.37,16.7,3.73,4.24,76.05,22.66,3.91,63.73,0.55,13.97,5.02,8.62
Puno,altiplano_lacustre,Ilave,2022,3,Marzo,22,,9.29,15.92,2.26,2.91,76.82,21.86,3.79,63.75,0.55,13.56,5.11,8.66
Puno,altiplano_lacustre,Ilave,2022,4,Abril,22,,9.97,17.45,3.64,1.5,65.08,22.72,2.77,63.81,0.55,13.66,2.57,7.51
Puno,altiplano_lacustre,Ilave,2022,5,Mayo,22,439387.55,8.81,16.31,1.55,0.21,56.42,21.87,2.48,63.84,0.5,11.63,-0.67,6.02
Puno,altiplano_lacustre,Ilave,2022,6,Junio,22,161793.2,7.17,14.78,0.48,0.09,57.54,19.92,2.71,63.8,0.46,9.23,-2.03,5.51
Puno,altiplano_lacustre,Ilave,2022,7,Julio,22,19239.0,8.42,16.07,1.49,0.09,62.41,20.2,2.82,63.87,0.43,10.81,0.49,6.42
Puno,altiplano_lacustre,Ilave,2022,8,Agosto,22,9098.6,8.08,16.32,0.24,0.11,55.01,23.09,2.89,63.83,0.4,11.29,-1.94,5.5
Puno,altiplano_lacustre,Ilave,2022,9,Septiembre,22,2635.3,9.84,17.52,3.13,1.11,51.76,26.54,2.95,63.78,0.39,13.64,-1.31,5.82
Puno,altiplano_lacustre,Ilave,2022,10,Octubre,22,6009.0,10.55,19.14,2.71,0.39,51.89,29.31,2.95,63.75,0.37,15.55,-0.88,6.09
Puno,altiplano_lacustre,Ilave,2022,11,Noviembre,22,7799.1,10.54,19.31,3.14,0.28,54.89,28.5,3.57,63.76,0.35,16.11,0.19,6.38
Puno,altiplano_lacustre,Ilave,2022,12,Diciembre,22,118600.2,10.05,20.82,3.24,2.12,64.78,24.43,3.64,63.67,0.37,15.18,2.62,7.53
Puno,altiplano_lacustre,Ilave,2023,1,Enero,22,40888.8,10.16,18.43,2.42,3.66,69.01,23.97,3.81,63.72,0.42,15.22,4.06,8.12
Puno,altiplano_lacustre,Ilave,2023,2,Febrero,22,107852.6,10.11,18.06,2.62,3.18,72.87,22.48,3.78,63.76,0.47,14.89,4.98,8.59
Puno,altiplano_lacustre,Ilave,2023,3,Marzo,22,485673.899,9.69,17.26,3.86,3.31,74.95,20.59,3.88,63.81,0.47,14.06,5.09,8.64
Puno,altiplano_lacustre,Ilave,2023,4,Abril,22,439281.628,10.08,17.11,3.58,1.18,67.03,23.22,3.0,63.81,0.49,13.73,3.49,7.83
Puno,altiplano_lacustre,Ilave,2023,5,Mayo,22,387492.219,8.82,16.08,2.35,1.14,63.68,19.02,2.45,63.93,0.48,11.74,1.39,6.88
Puno,altiplano_lacustre,Ilave,2023,6,Junio,22,313379.06,8.17,14.89,1.37,0.14,51.25,20.88,2.25,63.92,0.45,9.86,-3.07,5.15
Puno,altiplano_lacustre,Ilave,2023,7,Julio,22,18257.35,8.98,17.11,2.22,5.46,55.6,20.97,2.52,63.93,0.43,11.18,-1.06,5.86
Puno,altiplano_lacustre,Ilave,2023,8,Agosto,22,9212.2,8.9,17.72,2.72,0.12,57.59,23.37,2.55,63.92,0.45,11.88,-0.52,6.11
Puno,altiplano_lacustre,Ilave,2023,9,Septiembre,22,2457.9,9.87,17.95,3.76,0.12,62.35,25.14,3.46,63.9,0.41,13.84,1.94,7.2
Puno,altiplano_lacustre,Ilave,2023,10,Octubre,22,5622.9,11.45,19.74,5.68,0.68,64.87,24.19,4.24,63.87,0.38,15.91,4.16,8.28
Puno,altiplano_lacustre,Ilave,2023,11,Noviembre,22,38125.109,11.21,19.85,2.89,1.92,68.67,24.06,4.12,63.79,0.38,15.98,4.98,8.7
Puno,altiplano_lacustre,Ilave,2023,12,Diciembre,22,13839.6,11.21,17.91,4.49,3.82,72.36,23.63,3.99,63.85,0.45,15.78,6.04,9.25
Puno,altiplano_lacustre,Ilave,2024,1,Enero,22,46299.7,11.22,18.86,3.22,2.95,72.22,23.82,4.0,63.9,0.45,15.83,5.91,9.16
Puno,altiplano_lacustre,Ilave,2024,2,Febrero,22,155031.6,10.36,16.92,3.68,4.52,75.18,21.01,4.08,63.92,0.5,14.77,5.77,9.06
Puno,altiplano_lacustre,Ilave,2024,3,Marzo,22,579487.058,10.45,18.12,5.18,3.47,75.98,21.06,3.84,63.94,0.54,14.33,6.07,9.25
Puno,altiplano_lacustre,Ilave,2024,4,Abril,22,899632.411,11.18,17.88,4.7,1.05,69.77,20.54,3.14,63.92,0.52,14.54,5.21,8.81
Puno,altiplano_lacustre,Ilave,2024,5,Mayo,22,540332.469,10.17,17.2,3.13,0.94,58.61,20.57,2.4,63.93,0.5,12.59,1.13,6.97
Puno,altiplano_lacustre,Ilave,2024,6,Junio,22,126421.6,9.16,16.87,3.2,0.48,56.87,19.73,2.23,63.93,0.46,11.09,-0.11,6.19
Puno,altiplano_lacustre,Ilave,2024,7,Julio,22,21773.5,7.97,15.36,0.44,0.05,57.26,21.15,3.17,63.92,0.44,10.03,-1.34,5.71
Puno,altiplano_lacustre,Ilave,2024,8,Agosto,22,9239.1,8.86,18.43,1.43,0.03,56.91,22.83,3.39,63.9,0.4,12.03,-0.64,6.05
Puno,altiplano_lacustre,Ilave,2024,9,Septiembre,22,2360.05,10.06,17.2,4.47,0.42,67.06,20.39,3.67,63.92,0.38,14.55,3.46,7.77
Puno,altiplano_lacustre,Ilave,2024,10,Octubre,22,4287.8,10.91,18.46,4.87,1.12,63.85,25.08,3.82,63.89,0.37,15.52,3.29,7.85
Puno,altiplano_lacustre,Ilave,2024,11,Noviembre,22,9650.6,11.14,18.49,2.71,2.13,68.5,24.32,3.94,63.77,0.38,16.15,4.85,8.63
Puno,altiplano_lacustre,Ilave,2024,12,Diciembre,22,41341.0,11.15,19.35,3.42,0.72,67.54,25.93,3.51,63.78,0.39,16.04,4.74,8.49
Puno,altiplano_lacustre,Ilave,2025,1,Enero,22,46747.3,9.85,17.35,3.37,4.88,72.3,19.69,3.9,63.78,0.44,14.64,4.5,8.39
Puno,altiplano_lacustre,Ilave,2025,2,Febrero,22,164638.627,10.14,17.0,4.07,2.74,73.92,21.67,4.04,63.81,0.47,14.56,5.32,8.79
Puno,altiplano_lacustre,Ilave,2025,3,Marzo,22,590011.1,9.73,15.87,2.49,6.07,78.8,19.42,3.69,63.85,0.55,13.77,5.99,9.18
Puno,altiplano_lacustre,Ilave,2025,4,Abril,22,878132.883,9.86,16.76,4.5,2.09,70.7,20.98,2.98,63.83,0.57,13.47,4.12,8.22
Puno,altiplano_lacustre,Ilave,2025,5,Mayo,22,539125.866,9.16,15.28,3.45,0.51,66.94,19.64,2.77,63.93,0.53,12.09,2.44,7.39
Puno,altiplano_lacustre,Ilave,2025,6,Junio,22,136442.83,7.94,15.08,1.47,3.83,61.03,19.06,2.64,63.87,0.56,10.03,0.04,6.21
Puno,altiplano_lacustre,Ilave,2025,7,Julio,22,18252.4,7.88,13.87,1.93,0.07,58.94,19.74,2.38,63.94,0.53,10.19,-0.6,5.89
Puno,altiplano_lacustre,Ilave,2025,8,Agosto,22,16681.8,8.16,15.91,1.87,0.08,57.24,23.07,2.76,63.85,0.49,11.46,-0.98,5.82
Puno,altiplano_lacustre,Ilave,2025,9,Septiembre,22,6708.3,8.67,17.93,2.76,1.17,69.59,22.85,3.43,63.94,0.45,13.24,2.61,7.35
Puno,altiplano_lacustre,Ilave,2025,10,Octubre,22,7464.5,9.88,17.21,4.1,0.94,66.85,26.18,3.33,63.81,0.44,14.99,3.33,7.7
Puno,altiplano_lacustre,Ilave,2025,11,Noviembre,22,12435.2,10.83,17.86,4.35,0.9,63.05,26.37,3.27,63.76,0.42,16.07,3.23,7.73
Puno,altiplano_lacustre,Ilave,2025,12,Diciembre,22,90304.4,10.52,19.14,3.78,1.66,65.88,26.37,3.25,63.66,0.41,15.53,3.69,7.97
Puno,puna_alta,Ayaviri,2020,1,Enero,8,0.0,8.17,20.52,-1.18,2.17,67.85,19.51,2.0,61.06,0.49,10.74,1.43,7.02
Puno,puna_alta,Ayaviri,2020,2,Febrero,8,8665.0,7.4,18.08,0.5,7.55,76.83,16.36,1.81,61.08,0.55,9.43,2.96,7.77
Puno,puna_alta,Ayaviri,2020,3,Marzo,8,111750.3,7.72,18.86,-0.64,3.75,74.55,18.82,1.68,61.1,0.63,9.7,2.64,7.6
Puno,puna_alta,Ayaviri,2020,4,Abril,8,2021809.69,6.74,17.9,-5.17,0.48,69.5,19.93,1.49,61.19,0.59,8.48,0.21,6.45
Puno,puna_alta,Ayaviri,2020,5,Mayo,8,1331719.24,4.88,16.4,-5.7,0.01,59.83,19.77,1.66,61.22,0.54,5.74,-3.84,4.88
Puno,puna_alta,Ayaviri,2020,6,Junio,8,19443.7,4.28,15.7,-6.41,0.07,61.36,19.21,1.64,61.14,0.5,4.83,-4.07,4.83
Puno,puna_alta,Ayaviri,2020,7,Julio,8,0.0,4.24,16.5,-6.96,0.26,51.33,20.85,1.57,61.1,0.47,4.99,-6.82,3.87
Puno,puna_alta,Ayaviri,2020,8,Agosto,8,0.0,5.49,17.63,-6.21,0.02,59.45,23.01,2.52,61.07,0.43,7.07,-3.65,4.87
Puno,puna_alta,Ayaviri,2020,9,Septiembre,8,0.0,6.74,19.51,-4.82,0.19,59.58,19.66,1.91,61.1,0.4,9.75,-2.33,5.37
Puno,puna_alta,Ayaviri,2020,10,Octubre,8,0.0,7.84,21.34,-5.81,0.51,56.74,21.82,2.26,61.08,0.39,11.38,-2.11,5.52
Puno,puna_alta,Ayaviri,2020,11,Noviembre,8,1279.0,9.61,21.73,-3.53,0.44,45.53,25.22,2.36,61.04,0.37,13.54,-4.69,4.72
Puno,puna_alta,Ayaviri,2020,12,Diciembre,8,33092.23,8.67,21.34,-0.55,3.08,63.25,18.08,2.16,60.96,0.38,11.9,0.67,6.65
Puno,puna_alta,Ayaviri,2021,1,Enero,8,0.0,7.47,19.79,-2.77,4.34,70.89,18.47,1.83,60.92,0.48,9.89,1.41,7.03
Puno,puna_alta,Ayaviri,2021,2,Febrero,8,13209.0,7.33,18.49,-3.01,4.51,70.42,18.65,2.08,60.99,0.53,9.54,1.31,6.95
Puno,puna_alta,Ayaviri,2021,3,Marzo,8,86657.3,6.95,17.21,-0.57,2.26,74.59,17.98,1.63,60.98,0.54,9.04,1.87,7.2
Puno,puna_alta,Ayaviri,2021,4,Abril,8,1961484.64,6.33,17.92,-4.6,1.35,67.58,19.96,1.65,61.05,0.54,7.76,-0.61,6.13
Puno,puna_alta,Ayaviri,2021,5,Mayo,8,,5.14,16.37,-5.54,0.22,64.28,19.21,1.54,61.15,0.49,6.32,-2.61,5.26
Puno,puna_alta,Ayaviri,2021,6,Junio,8,,4.2,16.01,-5.6,0.92,62.23,19.24,1.69,61.11,0.48,5.08,-3.82,4.78
Puno,puna_alta,Ayaviri,2021,7,Julio,8,0.0,4.23,15.59,-4.92,0.03,57.16,20.88,1.84,61.16,0.45,5.23,-5.24,4.32
Puno,puna_alta,Ayaviri,2021,8,Agosto,8,0.0,5.46,17.28,-5.33,0.15,56.27,21.74,2.05,61.12,0.42,7.43,-4.54,4.55
Puno,puna_alta,Ayaviri,2021,9,Septiembre,8,0.0,7.4,18.97,-1.79,1.07,63.32,20.92,1.99,61.14,0.4,10.19,-0.61,6.01
Puno,puna_alta,Ayaviri,2021,10,Octubre,8,0.0,7.91,20.11,-2.72,3.68,57.5,22.52,1.85,61.08,0.46,10.78,-1.74,5.68
Puno,puna_alta,Ayaviri,2021,11,Noviembre,8,0.0,8.48,19.61,-1.58,2.26,60.49,19.68,1.88,60.96,0.46,11.44,-0.1,6.35
Puno,puna_alta,Ayaviri,2021,12,Diciembre,8,17539.6,7.68,19.17,-1.35,3.43,69.1,17.77,2.12,60.97,0.5,10.02,1.34,6.96
Puno,puna_alta,Ayaviri,2022,1,Enero,8,0.0,7.61,19.14,-1.28,3.11,70.12,18.49,1.91,60.96,0.51,10.29,1.47,7.01
Puno,puna_alta,Ayaviri,2022,2,Febrero,8,14671.0,7.29,18.65,-2.02,4.83,72.44,18.59,1.82,60.97,0.55,9.49,1.72,7.15
Puno,puna_alta,Ayaviri,2022,3,Marzo,8,,7.32,17.75,-1.67,3.0,75.1,18.94,1.7,60.99,0.57,9.27,2.38,7.47
Puno,puna_alta,Ayaviri,2022,4,Abril,8,,6.47,18.12,-6.2,1.39,63.57,21.58,1.51,61.07,0.57,7.87,-1.58,5.78
Puno,puna_alta,Ayaviri,2022,5,Mayo,8,1539670.709,5.24,17.28,-5.68,0.28,60.4,20.69,1.77,61.1,0.51,6.35,-3.52,4.94
Puno,puna_alta,Ayaviri,2022,6,Junio,8,583441.5,3.34,15.81,-7.02,0.04,57.87,19.91,2.09,61.05,0.47,3.86,-6.14,4.14
Puno,puna_alta,Ayaviri,2022,7,Julio,8,0.0,5.29,17.1,-5.03,0.05,57.92,20.32,1.65,61.13,0.44,6.44,-4.07,4.7
Puno,puna_alta,Ayaviri,2022,8,Agosto,8,0.0,5.33,18.1,-7.77,0.05,49.14,21.32,1.86,61.08,0.41,7.3,-6.69,3.94
Puno,puna_alta,Ayaviri,2022,9,Septiembre,8,0.0,6.63,19.43,-6.18,0.21,44.97,23.23,2.0,61.05,0.39,9.24,-6.87,3.91
Puno,puna_alta,Ayaviri,2022,10,Octubre,8,0.0,8.12,21.31,-6.98,0.27,36.46,25.49,2.09,61.0,0.37,11.78,-8.94,3.42
Puno,puna_alta,Ayaviri,2022,11,Noviembre,8,9485.0,9.33,22.59,-5.87,0.28,40.94,25.59,2.46,60.99,0.35,13.24,-6.36,4.1
Puno,puna_alta,Ayaviri,2022,12,Diciembre,8,57685.85,7.98,21.26,-7.42,2.55,55.85,20.05,2.33,60.92,0.38,11.25,-2.68,5.53
Puno,puna_alta,Ayaviri,2023,1,Enero,8,0.0,8.82,21.38,-3.66,3.12,60.84,20.72,2.11,60.95,0.42,11.69,-0.1,6.36
Puno,puna_alta,Ayaviri,2023,2,Febrero,8,3655.1,7.77,20.22,-0.77,3.49,71.15,18.31,1.81,61.0,0.48,10.0,1.72,7.13
Puno,puna_alta,Ayaviri,2023,3,Marzo,8,54622.681,7.58,19.54,-0.86,5.24,73.11,19.29,1.78,61.04,0.51,9.6,2.11,7.32
Puno,puna_alta,Ayaviri,2023,4,Abril,8,392827.065,7.02,18.65,-4.97,2.12,69.16,20.86,1.45,61.07,0.57,8.56,0.44,6.55
Puno,puna_alta,Ayaviri,2023,5,Mayo,8,1348989.445,5.24,16.85,-7.09,0.66,66.27,18.01,1.49,61.19,0.54,6.25,-1.87,5.61
Puno,puna_alta,Ayaviri,2023,6,Junio,8,284048.143,3.75,15.04,-6.62,0.13,51.95,21.29,1.65,61.18,0.5,3.93,-7.19,3.75
Puno,puna_alta,Ayaviri,2023,7,Julio,8,0.0,4.53,16.96,-10.38,9.15,58.32,20.64,1.56,61.2,0.49,4.87,-4.91,4.45
Puno,puna_alta,Ayaviri,2023,8,Agosto,8,0.0,4.67,17.38,-6.26,0.11,59.02,21.81,1.47,61.18,0.55,5.64,-4.27,4.66
Puno,puna_alta,Ayaviri,2023,9,Septiembre,8,0.0,6.9,18.78,-5.3,0.13,60.99,22.7,1.67,61.15,0.49,9.03,-1.68,5.7
Puno,puna_alta,Ayaviri,2023,10,Octubre,8,0.0,9.42,22.19,-2.65,0.74,59.87,21.75,2.19,61.12,0.44,12.56,0.22,6.47
Puno,puna_alta,Ayaviri,2023,11,Noviembre,8,0.0,9.13,21.22,-0.08,1.86,59.58,20.0,2.23,61.05,0.42,12.47,0.26,6.46
Puno,puna_alta,Ayaviri,2023,12,Diciembre,8,24226.0,8.94,19.82,0.2,4.24,69.75,19.74,1.94,61.1,0.5,11.46,2.73,7.65
Puno,puna_alta,Ayaviri,2024,1,Enero,8,0.0,9.23,20.29,-0.82,3.16,69.75,20.0,2.19,61.14,0.5,11.76,2.74,7.67
Puno,puna_alta,Ayaviri,2024,2,Febrero,8,8308.0,8.35,19.76,-0.86,4.11,73.13,17.94,2.02,61.16,0.53,10.41,2.89,7.75
Puno,puna_alta,Ayaviri,2024,3,Marzo,8,152297.689,8.3,19.09,0.07,2.97,75.59,18.08,1.7,61.18,0.57,10.17,3.46,8.05
